# version=1
# source_sha256=d517169e57f1d6254682c03dec5c254b5101ccd787d191f639b0cac1e8a616c4
# destination_sha256=f5e133e8eca8eb1a02e21a7d1afbb44d082e384a38d39db58a694371fa583bbe
# rows=1278
source_address	destination_address	function_name	evidence	review_flags	similarity	confidence	association_votes	source_length	destination_length	source_callers	destination_callers	source_callees	destination_callees	correlator	audit_comment
004320e0	0045cf3b	SetSpaceFlightFrameTiming	WC1-fuzzy-medium		0.756	1.006	0	43	68	RunSpaceFlight@0042a190|ReportSpaceFlightMaxFps@00432050	ReportSpaceFlightMaxFps@0045ce9a|RunSpaceFlight@0046925e	__ftol@0044de78	__ftol@00472a80	Manual Match	[WC1 transfer] Fuzzy structural match from WC1 004320e0; structural=0.7556, composite=1.0056, graphSupport=1, graphConflicts=0, targetCollisions=1, confidence=medium. Verify manually.
00432110	0045cf7f	SetCinematicFrameTiming	WC1-callgraph-propagated		0.667	2.2	0	43	68	main@004274e0|RunSpaceFlight@0042a190	ThrottleFrameAndDrawFps@0045cd2c|RunSpaceFlight@0046925e	__ftol@0044de78	__ftol@00472a80	Manual Match	[WC1 transfer] WC1-callgraph-propagated from SetCinematicFrameTiming @00432110; support=2 (out=1, in=1), margins=1/1, degree=3/3
00432140	0045d004	DIBerror	WC1-fuzzy-high		0.651	1.075	0	233	270	DIBreInstall@004322b0|DIBinstall@00432310|DIBcascade@00432410|DIBmakeDIB@004326e0|DIBdestroyDIB@004328a0|DIBslamReal@00432970|DIBupdate@00432c60|DIBramPalette@00432ea0|DIBsetPalette@00432f10|DIBwholePaletteFromTriplets@00433060|DIBwholePaletteFromWords@00433120	DIBreInstall@0045d1bb|DIBinstall@0045d23b|DIBcascade@0045d3a1|DIBmakeDIB@0045d80f|DIBdestroyDIB@0045da8c|DIBslamReal@0045dc33|DIBupdate@0045e060|DIBramPalette@0045e37c|DIBsetPalette@0045e46c|DIBwholePaletteFromTriplets@0045e667|DIBwholePaletteFromWords@0045e816	OutputDebugStringA@EXTERNAL:00000006|MessageBoxA@EXTERNAL:00000061|SetWindowPos@EXTERNAL:00000076|DirectDrawResultToText@004331f0|_fclose@004492e0|_fopen@00449600|_exit@004499e0|_sprintf@00449bb0|_fprintf@0044dea0	MessageBoxA@EXTERNAL:00000079|SetWindowPos@EXTERNAL:00000086|FUN_00455f59@00455f59|_fclose@0046e2a0|_fopen@0046e5c0|_sprintf@0046e5f0|_exit@0046e7f0|_fprintf@00472ab0	Manual Match	[WC1 transfer] Fuzzy structural match from WC1 00432140; structural=0.6508, composite=1.0752, graphSupport=5, graphConflicts=0, targetCollisions=1, confidence=high. Verify manually.
00432230	0045d11f	DIBpositionWindow	WC1-fuzzy-medium		0.817	0.982	0	115	156	ShowNoticeMessageBox@004020e0|ReportHeapGuardCorruption@00402ca0	ShowNoticeMessageBox@0045418b	SetWindowPos@EXTERNAL:00000076	SetWindowPos@EXTERNAL:00000086	Manual Match	[WC1 transfer] Fuzzy structural match from WC1 00432230; structural=0.817, composite=0.982, graphSupport=0, graphConflicts=1, targetCollisions=1, confidence=medium. Verify manually.
004322b0	0045d1bb	DIBreInstall	WC1-fuzzy-followup		0.535	0.625	0	95	128	PumpWindowMessages@00402320|DebugOverlayConsole::WaitForKey@0041cd40	MainWindowProc@00454625	DIBerror@00432140|DIBcascade@00432410|DoVideoFn2960@00432960|DIBslamReal@00432970	DIBerror@0045d004|DIBcascade@0045d3a1	Manual Match	[WC1 transfer] WC1-fuzzy-followup from DIBreInstall @004322b0; structural=0.5355, composite=0.6255, graph=1/0, candidates=1
00432310	0045d23b	DIBinstall	WC1-fuzzy-followup		0.543	0.775	0	251	358	CreateMainWindow@00402180	CreateMainWindow@004542b7	DIBerror@00432140|DIBcascade@00432410|DIBmakeDIB@004326e0|DirectDrawCreate@004492d2	DIBerror@0045d004|DIBcascade@0045d3a1|DIBmakeDIB@0045d80f|DirectDrawCreate@0046df08|_memset@0046ec90	Manual Match	[WC1 transfer] WC1-fuzzy-followup from DIBinstall @00432310; structural=0.5427, composite=0.7747, graph=2/0, candidates=1
00432410	0045d3a1	DIBcascade	WC1-fuzzy-followup		0.527	0.398	0	613	998	DIBreInstall@004322b0|DIBinstall@00432310	DIBreInstall@0045d1bb|DIBinstall@0045d23b|DIBcascade@0045d3a1	OutputDebugStringA@EXTERNAL:00000006|DIBerror@00432140	FUN_00455f59@00455f59|DIBerror@0045d004|DIBcascade@0045d3a1|_memset@0046ec90	Manual Match	[WC1 transfer] WC1-fuzzy-followup from DIBcascade @00432410; structural=0.5275, composite=0.3975, graph=1/0, candidates=1
004326e0	0045d80f	DIBmakeDIB	WC1-fuzzy-followup		0.53	0.734	0	438	637	DIBinstall@00432310	DIBinstall@0045d23b	DIBerror@00432140|HelperOf4326E0A@00432de0|_malloc@00449d30	DIBerror@0045d004|HelperOf4326E0A@0045e276|_memset@0046ec90|_malloc@004705b0|FID_conflict:_memcpy@00472930	Manual Match	[WC1 transfer] WC1-fuzzy-followup from DIBmakeDIB @004326e0; structural=0.5296, composite=0.7336, graph=2/0, candidates=1
004328a0	0045da8c	DIBdestroyDIB	WC1-fuzzy-followup		0.548	0.609	0	178	256	GetVideoFn2680@00432680	FUN_0045d78c@0045d78c	DIBerror@00432140|FUN_0044a7d0@0044a7d0	DIBerror@0045d004|FUN_00471140@00471140|FID_conflict:_memcpy@00472930	Manual Match	[WC1 transfer] WC1-fuzzy-followup from DIBdestroyDIB @004328a0; structural=0.5476, composite=0.6093, graph=1/1, candidates=1
00432960	0045db8c	DoVideoFn2960	WC1-callgraph-propagated		0.4	8.9	0	11	115	PumpWindowMessages@00402320|DrawUiFn3920@00403920|visit_the_cinema@00403e50|ejection_sequence@004046a0|stranded_sequence@00404be0|LongTalk@00405290|DeBriefing@004056f0|Office@00405840|CloseLook@00405de0|BlitTbl00465770Fn7750@00407750|BlitUiFn79C0@004079c0|BlitTbl005a86d0Fn7E10@00407e10|landing@00408650|funeral_player@00408b30|DrawNavLocationReadout@0040df70|BlitUiFnE480@0040e480|Title_Sequence@0040fb70|DrawFormattedText@00413c40|FormatTextBufferFromStart@00413c70|AppendFormattedText@00413cb0|ShowModalTextPanel@0041ab90|ReleaseModalTextPanel@0041ad10|BlitG0046999cFnB420@0041b420|BarracksScreen@0041c170|DebugOverlayConsole::WaitForKey@0041cd40|DrawTextAt@0041d5f0|initialize_cockpit@00423e90|PlaySceneAnimation@00425500|ShowMeanwhileTransition@00425770|DisplayTrainSimHighScoreTable@00425c60|AnimateTrainSimTitle@00425d00|ReadTextInput@00426200|ShowTrainSimTextMessage@00426700|UpdateTrainSimHighScores@00426820|ShowTrainSimHighScores@004268e0|SelectTrainSimMission@00426c70|RunTrainSim@00427080|RunSpaceFlight@0042a190|FadeViewportPaletteToColour@0042a700|BlitUiFnBA90@0042ba90|ShowCarrierLaunchSequence@0042bc00|ShowCampaignVictorySequence@0042fc00|ShowTigerClawEscapeScene@00430150|ShowTheEndScreen@004304f0|DIBreInstall@004322b0|BlitUiFn6E30@00436e30|DrawMedalChest@004370d0|DrawMedalLongShot@00437250|MedalEstablish@004373e0|PinMedal@004374b0|DrawMedals@004375c0|EstablishingShot@00437770|ReturnToBriefingLongShot@00437980|Dismissed@00437b80|DrawDebriefingLongShot@00437dc0|DebriefingEstablishingShot@00437f20|DrawFuneralLongShot@00439220|PanToScreen@00439430|death_sequence@00439660|ShowGetReadyScreen@00439840|ShowVictoryScreen@00439910|ShowGameOverScreen@00439a80|RecRoom@0043f940|ShowChalkBoard@00440510|ValidateViewportBounds@00440c00|LoopUiFn1740@00441740|ClearViewport@00441ae0|DrawViewportEllipse@00441dd0|FillViewportEllipse@00441e20|DrawViewportEllipseShadow@00441e70|fizzle_fade@00442200|snow_viewport@00442300	RecRoom@00418ffc|InitializeTextContextFromFont@0042067f|AppendFormattedText@004206f2|ReadRequiredPilotField@0042075f|visit_the_cinema@004228b0|ValidateViewportBounds@00425a16|DrawSpriteTransformed@00425fb4|LoopUiFn1740@00426b96|CopyViewportContents@00427047|FUN_00427d9f@00427d9f|snow_viewport@00427de8|DrawViewportEllipse@00428023|FillViewportEllipse@0042808f|DrawViewportEllipseShadow@004280fb|FUN_00428167@00428167|fizzle_fade@00428690|FUN_004287a4@004287a4|FUN_004287eb@004287eb|DisplayTrainSimHighScoreTable@0042c43d|Title_Sequence@0042f1fd|BlitUiFnE480@00451faa|InitializeConstellationObject@00459527|AnimateTrainSimTitle@004595aa|ShowModalTextPanel@004595ef|ReleaseModalTextPanel@0045979b|ReadTextInput@004597e3|LoadPaletteTripletsFile@00459bc8|GetUiFn6480@00465ea9|RunSpaceFlight@0046925e		GetTickCount@EXTERNAL:00000012|_sprintf@0046e5f0	Manual Match	[WC1 transfer] WC1-callgraph-propagated from DoVideoFn2960 @00432960; support=8 (out=0, in=8), margins=4/5, degree=72/31
00432970	0045dc33	DIBslamReal	WC1-fuzzy-followup		0.421	0.804	0	749	1069	PumpWindowMessages@00402320|visit_the_cinema@00403e50|ejection_sequence@004046a0|stranded_sequence@00404be0|LongTalk@00405290|DeBriefing@004056f0|Office@00405840|CloseLook@00405de0|BlitTbl00465770Fn7750@00407750|BlitUiFn79C0@004079c0|BlitTbl005a86d0Fn7E10@00407e10|landing@00408650|funeral_player@00408b30|DrawNavLocationReadout@0040df70|BlitUiFnE480@0040e480|Title_Sequence@0040fb70|CalibrateJoystickInteractive@004102b0|ShowModalTextPanel@0041ab90|ReleaseModalTextPanel@0041ad10|BlitG0046999cFnB420@0041b420|BarracksScreen@0041c170|DebugOverlayConsole::WaitForKey@0041cd40|initialize_cockpit@00423e90|PlaySceneAnimation@00425500|ShowMeanwhileTransition@00425770|DisplayTrainSimHighScoreTable@00425c60|AnimateTrainSimTitle@00425d00|ReadTextInput@00426200|ShowTrainSimTextMessage@00426700|UpdateTrainSimHighScores@00426820|ShowTrainSimHighScores@004268e0|SelectTrainSimMission@00426c70|RunTrainSim@00427080|RunSpaceFlight@0042a190|FadeViewportPaletteToColour@0042a700|BlitUiFnBA90@0042ba90|ShowCarrierLaunchSequence@0042bc00|ShowCampaignVictorySequence@0042fc00|ShowTigerClawEscapeScene@00430150|ShowTheEndScreen@004304f0|DIBreInstall@004322b0|BlitUiFn6E30@00436e30|DrawMedalChest@004370d0|DrawMedalLongShot@00437250|MedalEstablish@004373e0|PinMedal@004374b0|DrawMedals@004375c0|EstablishingShot@00437770|ReturnToBriefingLongShot@00437980|Dismissed@00437b80|DrawDebriefingLongShot@00437dc0|DebriefingEstablishingShot@00437f20|DrawFuneralLongShot@00439220|PanToScreen@00439430|death_sequence@00439660|ShowGetReadyScreen@00439840|ShowVictoryScreen@00439910|ShowGameOverScreen@00439a80|RecRoom@0043f940|ShowChalkBoard@00440510|ClearViewport@00441ae0	CalibrateJoystickInteractive@00418770|RecRoom@00418ffc|visit_the_cinema@004228b0|CopyViewportContents@00427047|DisplayTrainSimHighScoreTable@0042c43d|Title_Sequence@0042f1fd|BlitUiFnE480@00451faa|InitializeConstellationObject@00459527|AnimateTrainSimTitle@004595aa|ShowModalTextPanel@004595ef|ReleaseModalTextPanel@0045979b|ReadTextInput@004597e3|LoadPaletteTripletsFile@00459bc8|GetUiFn6480@00465ea9|RunSpaceFlight@0046925e	GetDC@EXTERNAL:00000069|ReleaseDC@EXTERNAL:00000079|LoopG00598620FnB7D0@0042b7d0|ThrottleFrameAndDrawFps@00431f00|DIBerror@00432140|WcOrphanRoutine435E20@00435e20|DrawUiFn5EF0@00435ef0|GetUiFn5FA0@00435fa0|GetAudioStreamFn2330@00442330	GetTickCount@EXTERNAL:00000012|GetDC@EXTERNAL:00000081|ReleaseDC@EXTERNAL:00000089|DosStrcpy@0042476b|FUN_00428979@00428979|ThrottleFrameAndDrawFps@0045cd2c|DIBerror@0045d004|WcOrphanRoutine435E20@004635e3|DrawUiFn5EF0@004636f7|GetUiFn5FA0@004637f4|_sprintf@0046e5f0|_memset@0046ec90|FID_conflict:_memcpy@00472930	Manual Match	[WC1 transfer] WC1-fuzzy-followup from DIBslamReal @00432970; structural=0.4212, composite=0.8039, graph=6/1, candidates=1
00432c60	0045e060	DIBupdate	WC1-fuzzy-followup		0.512	0.596	0	375	524	BlitUiFn6060@00436060	BlitUiFn6060@004638f1	DIBerror@00432140	DIBerror@0045d004|_memset@0046ec90|FID_conflict:_memcpy@00472930	Manual Match	[WC1 transfer] WC1-fuzzy-followup from DIBupdate @00432c60; structural=0.5123, composite=0.5956, graph=1/0, candidates=1
00432de0	0045e276	HelperOf4326E0A	WC1-callgraph-propagated		1.0	2.4	0	6	21	InitializeDIBScreenViewport@0042f740|DIBmakeDIB@004326e0	InitializeDIBScreenViewport@0040fb80|CopyViewportContents@00427047|FUN_0042ee86@0042ee86|DIBmakeDIB@0045d80f			Manual Match	[WC1 transfer] WC1-callgraph-propagated from HelperOf4326E0A @00432de0; support=2 (out=0, in=2), margins=2/2, degree=2/4
00432ea0	0045e37c	DIBramPalette	WC1-fuzzy-followup		0.703	0.813	0	105	240	PanToScreen@00439430		DIBerror@00432140	DIBerror@0045d004	Manual Match	[WC1 transfer] WC1-fuzzy-followup from DIBramPalette @00432ea0; structural=0.703, composite=0.813, graph=1/0, candidates=1
00432f10	0045e46c	DIBsetPalette	WC1-fuzzy-followup		0.761	0.871	0	257	432	PaletteLocalFn13E0@004413e0	PaletteLocalFn13E0@004266cc|FUN_00464fe7@00464fe7	DIBerror@00432140	DIBerror@0045d004	Manual Match	[WC1 transfer] WC1-fuzzy-followup from DIBsetPalette @00432f10; structural=0.7607, composite=0.8707, graph=1/0, candidates=1
00433060	0045e667	DIBwholePaletteFromTriplets	WC1-fuzzy-followup		0.736	0.846	0	188	431	CallThrough433060@00434fd0	CallThrough433060@00461d90	DIBerror@00432140	DIBerror@0045d004	Manual Match	[WC1 transfer] WC1-fuzzy-followup from DIBwholePaletteFromTriplets @00433060; structural=0.7357, composite=0.8457, graph=1/0, candidates=2
00433120	0045e816	DIBwholePaletteFromWords	WC1-callgraph-single		0.736	2.0	0	188	431	PaletteVideoFn1020@00401020		DIBerror@00432140	DIBerror@0045d004	Manual Match	[WC1 transfer] WC1-callgraph-single from DIBwholePaletteFromWords @00433120; one mapped edge, unique source/target candidate; graph-jaccard=0.5, degree=2/1, instruction-diff=0.7357
00433020	0045e9c5	SetTbl00486112Fn3020	WC1-callgraph-single		0.646	3.0	0	52	36	DoLocalFn13C0@004413c0	DoLocalFn13C0@00461d68			Manual Match	[WC1 transfer] WC1-callgraph-single from SetTbl00486112Fn3020 @00433020; one mapped edge, unique source/target candidate; graph-jaccard=1.0, degree=1/1, instruction-diff=0.646
00428d10	0045f200	HandleFleetOverviewInput	WC1-callgraph-propagated		0.571	2.2	0	257	569	HandleDebugCheatKeys@00429160	DispatchTbl0059c014Fn0AF0@00419d01	DoLocalFn8BE0@00418be0|DoLocalFn8D00@00418d00	DoLocalFn8D00@0040b02f|DoLocalFn8BE0@0040b17f|SetUiFn9050@0040b5df	Manual Match	[WC1 transfer] WC1-callgraph-propagated from HandleFleetOverviewInput @00428d10; support=2 (out=2, in=0), margins=1/1, degree=3/4
00439a80	0045f7ec	ShowGameOverScreen	WC1-callgraph-propagated		0.148	2.0	0	398	2560	RunTrainSim@00427080	ScanTbl0059d100Fn2820@0041c7ed	DrawCenteredScaledIntroText@004037a0|DispatchTbl0059c014Fn0AF0@00410af0|generate_stars@00411fe0|zero_vector@004185f0|AddFixedVectors@00418620|ScaleFixedVector@004186b0|SetUiFn9050@00419050|FetchDiskPacketRetrying@0041d2e0|SoundTbl0059b560FnFCD0@0041fcd0|dump_buffer_to_screen@00427a40|UiRoutine06@0042a0c0|spacetrack@0042e880|SoundG0046a9f8FnE8B0@0042e8b0|ReleasePacketHandle@0042fae0|DoVideoFn2960@00432960|DIBslamReal@00432970	DoLocalFn8BB0@00401fdd|SetTbl0059bce0Fn8330@0040a691|zero_vector@0040aa0b|achieved@0040aa37|AddFixedVectors@0040aa6a|dot_product@0040ab24|FUN_0040adc2@0040adc2|NormalizeFixedVector@0040af18|point_ship_at_point@0040b805|new_object@004105bf|PlaySfxWaveFileByNumber@0045373b|FUN_00460242@00460242|RandomInRange@00461942	Manual Match	[WC1 transfer] WC1-callgraph-propagated from ShowGameOverScreen @00439a80; support=2 (out=2, in=0), margins=0/0, degree=17/14
004173f0	004601f1	ResetPilotHandAnimation	WC1-callgraph-single-low		0.311	13.317	0	40	81	initialize_cockpit@00423e90	initialize_cockpit@00456b1a	animate_pilot@004173c0|CopyViewportContents@00441a90	get_shape_slot@0043b258|HelperOf4219C0C@00456a68|FUN_004602be@004602be	Manual Match	[WC1 transfer] WC1-callgraph-single-low from ResetPilotHandAnimation @004173f0; one mapped edge, graph-jaccard=0.2, degree-similarity=0.75, rank-margins=0.01666666666666572/11.35, instruction-diff=0.311
004079c0	00460650	BlitUiFn79C0	WC1-fuzzy-very-low		0.435	0.475	0	713	664	RunAnimationDemoLoop@004094e0|GameFlow@0040f4b0	ScanTbl0059d100Fn2820@0041c7ed	PumpWindowMessages@00402320|BlitTbl00465770Fn7750@00407750|FetchDiskPacketRetrying@0041d2e0|PreloadMusicTrackHook@00424ce0|InitializeConversationViewport@00427b20|ResetScreenClipToFullHeight@00427ba0|RefreshMemoryStatusOverlay@00427c30|GameNoBodyStubv9@0042e3e0|spacetrack@0042e880|FlushSoundEffectsAndLog@0042ef10|PlaySfxWaveFileByNumber@0042ef30|ReleasePacketHandle@0042fae0|DoVideoFn2960@00432960|DIBslamReal@00432970|_rand@00434d10|DrawSpriteDefault@00441400	zero_vector@0040aa0b|achieved@0040aa37|dot_product@0040ab24|distance_from_point@0040b7c9|point_ship_at_object@0040bce8|NormalizeAndScaleVector@0040bf0b|remove_object@0040c2c9|apply_force_to_objects_center@0040c46c|free_3Space@004293f9|trim_goals@00429bf0|flag_reached@0043aaff|ejection_sequence@0044ebca|FlushSoundEffectsAndLog@0045357e|PlaySfxWaveFileByNumber@0045373b|FUN_004603c5@004603c5|Vector_magnitude@00461c71	Manual Match	[WC1 transfer] WC1-fuzzy-very-low from BlitUiFn79C0 @004079c0; structural=0.435, composite=0.475, graph=0/0, candidates=1
004230f0	004608e8	nearest_enemy_range	WC1-callgraph-propagated		0.667	2.2	0	110	711		update_cockpit@0043f6c9	distance_from_object@00419260|MinShort@0041d0c0	zero_vector@0040aa0b|distance_from_object@0040b85c|FUN_004603c5@004603c5|MinShort@0046f3d0	Manual Match	[WC1 transfer] WC1-callgraph-propagated from nearest_enemy_range @004230f0; support=2 (out=2, in=0), margins=1/1, degree=2/5
00415ce0	00460dfe	DrawCurrentTargetBox	WC1-callgraph-propagated		0.286	2.2	0	725	702	update_cockpit@00417e70	ShowCarrierLaunchSequence@0043b7c0	get_mode@004147e0|rotational_pos_to_scanner_pos@004158f0|clear_head_up_display@00415a90|set_objective_range@00415b70|get_color@00415c00|DoLocalFn8890@00418890|DrawSpriteDefault@00441400|LoopLocalFn1450@00441450|DrawViewportPixel@00441b20|GetViewportPixel@00441b60	DrawViewportPixel@00427179|GetViewportPixel@004271d2	Manual Match	[WC1 transfer] WC1-callgraph-propagated from DrawCurrentTargetBox @00415ce0; support=2 (out=2, in=0), margins=1/1, degree=11/3
0041bbd0	0046138d	SceneRoutine02	WC1-callgraph-propagated		1.0	2.0	0	180	201	GetNavFnC090@0041c090|BarracksScreen@0041c170		DrawSpriteDefault@00441400|CopyViewportContents@00441a90	DrawSpriteDefault@004266e7|CopyViewportContents@00427047	Manual Match	[WC1 transfer] WC1-callgraph-propagated from SceneRoutine02 @0041bbd0; support=2 (out=2, in=0), margins=0/0, degree=4/2
0042ae10	0046166d	select_new_gun	WC1-fuzzy-low		0.582	0.772	0	61	75	SelectCockpitVduMode@00417f60|remove_weapon@0041e040	RunTrainSim@00410715|SelectCockpitVduMode@0043f8cd	get_mode@004147e0|DebugNoBodyStub@004149c0|find_next_gun@0042ad00|select_guns@0042ada0	get_mode@00439264|DebugNoBodyStub@00439500|FUN_00461480@00461480|FUN_004615a2@004615a2	Manual Match	[WC1 transfer] Fuzzy structural match from WC1 0042ae10; structural=0.5821, composite=0.7721, graphSupport=0, graphConflicts=0, targetCollisions=4, confidence=low. Verify manually.
0042ae50	004616b8	select_new_release_weapon	WC1-fuzzy-very-low		0.489	0.494	0	328	551	RemovePlayerReleaseWeapon@00414cb0|SelectCockpitVduMode@00417f60|remove_weapon@0041e040	RunTrainSim@00410715|SelectCockpitVduMode@0043f8cd	get_mode@004147e0|DebugNoBodyStub@004149c0	get_mode@00439264|DebugNoBodyStub@00439500	Manual Match	[WC1 transfer] WC1-fuzzy-very-low from select_new_release_weapon @0042ae50; structural=0.4888, composite=0.4938, graph=0/1, candidates=1
00434cd0	004618e0	DoLocalFn4CD0	WC1-fuzzy-medium		0.755	0.945	0	17	31	skew_randomly@00401290|init_hazard@004013b0|try_far_spot@004016c0|ShipAiState25@00406c70|run_away@004099c0|check_destroy_target@00409b10|streak_toward@0040a940|call_enemy@0041edb0|SoundTbl0059b560FnFCD0@0041fcd0|pop_flack@00420920|AddRandomTrainSimHighScores@00426000|ScanTbl0059ce60FnF3F0@0042f3f0|select_target@00433e50|pick_regular_maneuver@00434630|pick_from_list@00434800|intelligence_events@00434a80	call_enemy@0041280b|SoundTbl0059b560FnFCD0@0041444c|LoadMissionData@004156a7|skew_randomly@00417941|init_hazard@00417af9|try_far_spot@00417eff|select_target@0041ea86|pick_regular_maneuver@0041f4c6|pick_from_list@0041f714|intelligence_events@0041ff37|ScanTbl0059ce60FnF3F0@00421f86|FUN_004287eb@004287eb|ShipAiState25@004415dc|run_away@00442b78|check_destroy_target@00442d58|streak_toward@004441e5	_rand@00449940	_rand@00473610	Manual Match	[WC1 transfer] Fuzzy structural match from WC1 00434cd0; structural=0.7547, composite=0.9447, graphSupport=0, graphConflicts=0, targetCollisions=2, confidence=medium. Verify manually.
00434cf0	004618ff	DoLocalFn4CF0	WC1-auto-vt		1.0	275.5	0	22	35			_time@00449630|_srand@00449920	_time@00473300|_srand@004735f0	Combined Function and Data Reference Match	[WC1 transfer] WC1-auto-vt from DoLocalFn4CF0 @00434cf0; similarity=1.0, confidence=275.5, correlator=Combined Function and Data Reference Match
0040cb30	00461922	SampleActiveJoystickDevice	WC1-fuzzy-very-low		0.477	0.517	0	35	32			InputRoutine01@0040cae0	_rand@00473610	Manual Match	[WC1 transfer] WC1-fuzzy-very-low from SampleActiveJoystickDevice @0040cb30; structural=0.4771, composite=0.5171, graph=0/0, candidates=1
00434d20	00461942	RandomInRange	WC1-fuzzy-medium		0.706	0.896	0	41	95	make_shard@004010c0|landing@00408650|PostMission@0040f010|MoveNewCampaign@0040f3f0|GetTbl0059cd90Fn1EC0@00411ec0|generate_stars@00411fe0|update_star_field@00412100|ScanTbl0059b560Fn2430@00412430|SoundTbl0059de40Fn2E30@00412e30|malf@00414af0|vid_transmit@00417910|ChooseRandomSignedMagnitude@00418750|MakeRandomNormalizedVector@00418840|LoopLocalFnB070@0041b070|DrawUiFnBCE0@0041bce0|internal_damage@0041ee20|place_exhaust_on_ships@00421430|replenish_weapon_energy_bank@00421830|ScanTbl005a7c30Fn5F40@00425f40|AddRandomTrainSimHighScores@00426000|ShowTrainSimHighScores@004268e0|HandleDebugCheatKeys@00429160|InitializeConstellationField@0042d390|DrawConstellationField@0042d500|GetTbl0059d650FnE9E0@0042e9e0|ShowTheEndScreen@004304f0|ShowVictoryScreen@00439910|RecRoom@0043f940	DrawUiFnBCE0@0040815f|ShowVictoryScreen@00408cc8|fire_afterburner@0040abcc|internal_damage@004128a7|fire@00414dc0|fire_turrets@004159db|fire_weapon@00415e2c|place_exhaust_on_ships@00416a87|replenish_weapon_energy_bank@0041724a|make_shard@004176d2|GetTbl0059cd90Fn1EC0@0041b62e|generate_stars@0041b762|update_star_field@0041b8d6|ScanTbl0059b560Fn2430@0041bd81|SoundTbl0059de40Fn2E30@0041d2da|PostMission@0042bb70|Title_Sequence@0042f1fd|malf@00439789|vid_transmit@0043ecd9|object_collision@00445087|SetTbl0059dd90FnC5E0@0044db7e|GetTbl0059d650FnE9E0@00452e46|InitializeConstellationField@0045a441|DrawConstellationField@0045a634|ShowGameOverScreen@0045f7ec|HandleDebugCheatKeys@0046733d	_rand@00449940	_rand@00473610	Manual Match	[WC1 transfer] Fuzzy structural match from WC1 00434d20; structural=0.7059, composite=0.8959, graphSupport=0, graphConflicts=0, targetCollisions=1, confidence=medium. Verify manually.
00434d50	004619a1	RandomBelowOrEqual	WC1-fuzzy-medium		0.797	0.987	0	39	65	asteroid_velocity@00401270|init_hazard@004013b0|update_hazards@00401b30|ShipAiState13@00406130|Mroll_over@00406990|Mhard_turn@004069f0|Mfish_hook@00406a50|ShipAiState39@00406b60|Mtarget_missile@00406e10|Mveer_away@00407450|perform_maneuver@004075d0|try2allow_engage@00409d10|tanker_intelligence@0040b010|mine_intelligence@0040b3a0|ScanTbl0059b560Fn2430@00412430|GetTbl0059c3c0Fn29A0@004129a0|ScanTbl0059c010Fn3030@00413030|start_lock@00415fc0|CheckTargetLockMalfunction@00416040|npc_communication@004174f0|random_radial@00418800|check_for_lost_control@0041e650|send_appropriate_message@0041e900|inflict_damage@0041e9b0|pilot_hit@0041ec60|internal_damage@0041ee20|your_internal_damage@0041f220|repair_internal_damage@0041f660|Create_ship_hit_debris@0041f700|Create_explosion_debris@0041f800|explode@00420040|fire@004202d0|fire_flack@00420840|rnd_sign@004208c0|rnd_aim@004208e0|pop_flack@00420920|fire_turrets@00420aa0|signed_random@004220f0|select_weighted_value@00422a30|select_safe_target@004234c0|skill_check@004236b0|abandoned@004239d0|ScanTbl005a7c30Fn5F40@00425f40|AddRandomTrainSimHighScores@00426000|ShowCampaignVictorySequence@0042fc00|ShowTheEndScreen@004304f0|veer_random@00433ec0|any_defense@004345f0|pick_regular_maneuver@00434630|pick_from_list@00434800|ReturnToBriefingLongShot@00437980|ShowVictoryScreen@00439910	DoLocalFn8B60@0040aca5|Create_explosion_debris@004115f8|send_appropriate_message@00411a50|inflict_damage@00411c72|pilot_hit@0041262d|internal_damage@004128a7|your_internal_damage@00413099|repair_internal_damage@004135f1|Create_ship_hit_debris@004136e2|random_radial@00413a3b|FUN_004148f5@004148f5|fire@00414dc0|fire_flack@00415563|normal_speed@00415625|ScanTbl005a7c30Fn5F40@0041565e|LoadMissionData@004156a7|fire_turrets@004159db|asteroid_velocity@00417916|init_hazard@00417af9|update_hazards@004184f6|ScanTbl0059b560Fn2430@0041bd81|GetTbl0059c3c0Fn29A0@0041cc0a|ScanTbl0059c010Fn3030@0041d4c7|veer_random@0041eb1d|select_weighted_value@0041f446|pick_regular_maneuver@0041f4c6|pick_from_list@0041f714|intelligence_events@0041ff37|signed_random@00429581|check_for_lost_control@0042b15a|abandoned@0042b5f7|start_lock@0043be1b|CheckTargetLockMalfunction@0043beff|npc_communication@0043e5da|ShipAiState13@004406ba|ShipAiState12@00440e46|ShipAiState39@004410c0|Mhard_turn@00441146|Mfish_hook@004411e1|Mzip_past@004418b2|Mveer_away@00442252|perform_maneuver@004424e4|try2allow_engage@0044301a|tanker_intelligence@00444d5c|object_collision@00445087|mine_intelligence@00446474|skill_check@0045655d	_rand@00449940	_rand@00473610	Manual Match	[WC1 transfer] Fuzzy structural match from WC1 00434d50; structural=0.7967, composite=0.9867, graphSupport=0, graphConflicts=0, targetCollisions=2, confidence=medium. Verify manually.
