# version=1
# source_sha256=d517169e57f1d6254682c03dec5c254b5101ccd787d191f639b0cac1e8a616c4
# destination_sha256=f5e133e8eca8eb1a02e21a7d1afbb44d082e384a38d39db58a694371fa583bbe
# rows=1278
source_address	destination_address	function_name	evidence	review_flags	similarity	confidence	association_votes	source_length	destination_length	source_callers	destination_callers	source_callees	destination_callees	correlator	audit_comment
004207e0	00415508	hemisphere	WC1-fuzzy-very-low		0.482	0.522	0	89	91	fire_turrets@00420aa0	fire_turrets@004159db	ComputeVectorDelta@00418680|vector_angle@00418a30	ComputeVectorDelta@0040aae6|FUN_0040ae18@0040ae18	Manual Match	[WC1 transfer] WC1-fuzzy-very-low from hemisphere @004207e0; structural=0.4818, composite=0.5218, graph=0/0, candidates=1
00420840	00415563	fire_flack	WC1-callgraph-propagated		0.667	3.3	0	115	194	pop_flack@00420920	LoadMissionData@004156a7	MinShort@0041d0c0|MaxShort@0041d0e0|set_objects_data@0041e120|send_at_point@00420190|RandomBelowOrEqual@00434d50	DoLocalFn8BB0@00401fdd|EmitTextString@0040f040|MaxShort@0040f072|set_objects_data@00410999|load_common_3Space_objects@00414be9|RandomBelowOrEqual@004619a1	Manual Match	[WC1 transfer] WC1-callgraph-propagated from fire_flack @00420840; support=3 (out=3, in=0), margins=2/1, degree=6/7
00422220	00415625	normal_speed	WC1-fuzzy-low		0.535	0.725	0	49	52	Mfish_hook@00406a50|Mget_distance@004071e0|Mveer_away@00407450|cruise_home@00409760|run_away@004099c0|streak_toward@0040a940|ScanTbl0059b560Fn2430@00412430|prevent_collision@00433c80|goto_formation@00434360	ScanTbl005a7c30Fn5F40@0041565e	real_velocity@0041e7f0	RandomBelowOrEqual@004619a1	Manual Match	[WC1 transfer] Fuzzy structural match from WC1 00422220; structural=0.5351, composite=0.7251, graphSupport=0, graphConflicts=0, targetCollisions=1, confidence=low. Verify manually.
00425f40	0041565e	ScanTbl005a7c30Fn5F40	WC1-callgraph-single-low		0.362	2.971	0	146	73	ResetCampaignData@00440800	LoadMissionData@004156a7	SetTbl005a7c30Fn5E30@00425e30|RandomInRange@00434d20|RandomBelowOrEqual@00434d50	EmitTextString@0040f040|normal_speed@00415625|RandomBelowOrEqual@004619a1	Manual Match	[WC1 transfer] WC1-callgraph-single-low from ScanTbl005a7c30Fn5F40 @00425f40; one mapped edge, graph-jaccard=0.2, degree-similarity=1.0, rank-margins=0.5999999999999996/0.17142857142857082, instruction-diff=0.3621
004059b0	004156a7	LoadMissionData	WC1-fuzzy-very-low		0.436	0.447	0	769	712	Briefing@00405660|DeBriefing@004056f0|init_mission@0040b730|BarracksScreen@0041c170	fire_turrets@004159db	FetchDiskPacketRetrying@0041d2e0|ReleasePacketHandle@0042fae0|DosMemcpy@004354f0	zero_vector@0040aa0b|AddFixedVectors@0040aa6a|dot_product@0040ab24|MaxShort@0040f072|new_object@004105bf|real_velocity@004118f2|explosion_shock_wave@00414025|fire_flack@00415563|ScanTbl005a7c30Fn5F40@0041565e|DoLocalFn4CD0@004618e0|RandomBelowOrEqual@004619a1	Manual Match	[WC1 transfer] WC1-fuzzy-very-low from LoadMissionData @004059b0; structural=0.4357, composite=0.4466, graph=0/0, candidates=1
004229f0	0041596f	missile_on_tail	WC1-fuzzy-low		0.564	0.754	0	58	108	Mkill_missile@00407100|update_missile_warning@00417190|gametrack@0042eb60|intelligence_events@00434a80	fire_turrets@004159db			Manual Match	[WC1 transfer] Fuzzy structural match from WC1 004229f0; structural=0.564, composite=0.754, graphSupport=0, graphConflicts=0, targetCollisions=1, confidence=low. Verify manually.
00420aa0	004159db	fire_turrets	WC1-callgraph-propagated		0.5	4.5	0	382	1105	destroyer_intelligence@0040b0c0|stationary_intelligence@0040b110|capital_ship_intelligence@0040b140	cruise_to_destination@00443a08|destroyer_intelligence@00444e51|FUN_00444ea7@00444ea7|object_collision@00445087|DecompressPacketSection@00445aac	GetTbl0059bce0Fn9A70@00419a70|hemisphere@004207e0|pop_flack@00420920|fire_weapon@00420c20|build_target_list@00423440|RandomBelowOrEqual@00434d50	distance_from_object@0040b85c|FUN_0040c08c@0040c08c|FUN_00410161@00410161|FUN_00410289@00410289|hemisphere@00415508|LoadMissionData@004156a7|missile_on_tail@0041596f|fire_weapon@00415e2c|FUN_0042ae32@0042ae32|RandomInRange@00461942|RandomBelowOrEqual@004619a1	Manual Match	[WC1 transfer] WC1-callgraph-propagated from fire_turrets @00420aa0; support=4 (out=3, in=1), margins=3/2, degree=9/16
00420c20	00415e2c	fire_weapon	WC1-callgraph-propagated		0.455	5.6	0	1197	2068	Mdrop_a_mine@004063b0|fire@004202d0|fire_turrets@00420aa0|ReportNeedTargetLock@00421150|fire_fixed_projectile_weapon@00421220	fire@00414dc0|fire_turrets@004159db|ReportNeedTargetLock@0041670e|MeasureScaledIntroTextWidth@0041687f|perform_maneuver@004424e4	RemovePlayerReleaseWeapon@00414cb0|get_ship_max_velocity@004181c0|SetTbl0059bce0Fn8330@00418330|AddFixedVectors@00418620|ComputeVectorDelta@00418680|ScaleFixedVector@004186b0|DoLocalFn8BB0@00418bb0|copy_frame@00418fd0|ShipAiRoutine06@00419b40|new_object@0041df70|initialize_ship@0041dfa0|remove_weapon@0041e040|steady_object@0041e7c0|drop_mine@004212a0|PlaySfxWaveFileByNumber@0042ef30|Vector_magnitude@00434f20	DoLocalFn8BB0@00401fdd|get_facing_range_from_object@0040a3a0|SetTbl0059bce0Fn8330@0040a691|AddFixedVectors@0040aa6a|SubtractFixedVectors@0040aaa8|ComputeVectorDelta@0040aae6|dot_product@0040ab24|vector_angle@0040affa|GetTbl0059bce0Fn9A70@0040b550|distance_from_object@0040b85c|LoadBriefingData@0040c1da|get_ship_slot@0040c211|new_object@004105bf|initialize_ship@0041062d|RunTrainSim@00410715|ScaleFixedVector@004118a9|explode@00414835|RemovePlayerReleaseWeapon@004399c6|PlaySfxWaveFileByNumber@0045373b|RandomInRange@00461942|Vector_magnitude@00461c71	Manual Match	[WC1 transfer] WC1-callgraph-propagated from fire_weapon @00420c20; support=5 (out=3, in=2), margins=3/3, degree=21/26
00402a20	00416690	GetJoystickPosition	WC1-fuzzy-medium		0.755	0.895	0	148	126	HelperOf431A10A@0040caa0|InputRoutine01@0040cae0	perform_maneuver@004424e4	joyGetPos@EXTERNAL:0000008e		Manual Match	[WC1 transfer] Fuzzy structural match from WC1 00402a20; structural=0.7546, composite=0.8946, graphSupport=0, graphConflicts=0, targetCollisions=1, confidence=medium. Verify manually.
00421150	0041670e	ReportNeedTargetLock	WC1-fuzzy-followup		0.461	0.631	0	203	369	Mtarget_missile@00406e10|Mram_missile@00406ec0|HandleDebugCheatKeys@00429160	Mram_missile@0044199b|HandleDebugCheatKeys@0046733d	get_mode@004147e0|ShowComponentHitHudMessage@00414b70|fire_weapon@00420c20	FUN_00410161@00410161|fire_weapon@00415e2c|get_mode@00439264|ShowComponentHitHudMessage@0043984f	Manual Match	[WC1 transfer] WC1-fuzzy-followup from ReportNeedTargetLock @00421150; structural=0.4606, composite=0.6306, graph=2/0, candidates=1
00403710	0041687f	MeasureScaledIntroTextWidth	WC1-fuzzy-very-low		0.445	0.485	0	131	187	DrawCenteredScaledIntroText@004037a0	fire_players_lasers@00466908	GetTransformedShapeBounds@00442050	fire_weapon@00415e2c	Manual Match	[WC1 transfer] WC1-fuzzy-very-low from MeasureScaledIntroTextWidth @00403710; structural=0.4453, composite=0.4853, graph=0/0, candidates=2
0042f350	0041693a	DispatchTbl0059c3f0FnF350	WC1-fuzzy-very-low		0.428	0.455	0	127	146	ScanTbl0059ce60FnF3F0@0042f3f0	your_afterburner@00417471|prevent_collision@0041e6c8|goto_formation@0041f0c5|FUN_0041f9af@0041f9af|chase_speed@00440571|ShipAiState13@004406ba|ShipAiState12@00440e46|UpdateRoomMenuCursor@00440f01|set_up_action_sphere@00440f76|Mfish_hook@004411e1|FUN_00441379@00441379|Mturn_n_kick@0044145a|Mfull_ahead@0044151b|capital_ship_intelligence@00441742|Mzip_past@004418b2|Mbuzz_debris@00441a13|FUN_00441afc@00441afc|Mtarget_missile@00441c01|Msuicide_run@00441e9c|Mget_distance@00441ec8|general_zig@00441f86|Mveer_away@00442252|kilrathi_patrol@00442455|cruise_home@00442770|run_away@00442b78|imperial_formation@00443095|prepare_for_jump@00443c45|streak_toward@004441e5	any_enemy@00423070|triumph@00423b00	get_facing_range_from_object@0040a3a0|set_special@0042a664|Vector_magnitude@00461c71	Manual Match	[WC1 transfer] WC1-fuzzy-very-low from DispatchTbl0059c3f0FnF350 @0042f350; structural=0.4281, composite=0.4548, graph=0/0, candidates=1
004213b0	004169cc	fire_super_brake	WC1-fuzzy-low		0.521	0.711	0	32	39	Mhard_break@004064f0|Mfish_hook@00406a50	Mhard_break@00440967|Mfish_hook@004411e1	set_special@00422d90	set_special@0042a664	Manual Match	[WC1 transfer] Fuzzy structural match from WC1 004213b0; structural=0.5206, composite=0.7106, graphSupport=0, graphConflicts=0, targetCollisions=1, confidence=low. Verify manually.
004213d0	004169f3	flip_angle	WC1-fuzzy-medium		0.822	1.012	0	82	148	place_exhaust_on_ships@00421430	place_exhaust_on_ships@00416a87			Manual Match	[WC1 transfer] Fuzzy structural match from WC1 004213d0; structural=0.8224, composite=1.0124, graphSupport=0, graphConflicts=0, targetCollisions=1, confidence=medium. Verify manually.
00421430	00416a87	place_exhaust_on_ships	WC1-callgraph-propagated		0.667	2.2	0	424	828	Draw_3Space_Frame@00429dd0	FUN_00468e7a@00468e7a	find_vacant_3d_object@00419ba0|set_objects_data@0041e120|flip_angle@004213d0|RandomInRange@00434d20	find_vacant_3d_object@0040c266|set_objects_data@00410999|flip_angle@004169f3|RandomInRange@00461942	Manual Match	[WC1 transfer] WC1-callgraph-propagated from place_exhaust_on_ships @00421430; support=2 (out=2, in=0), margins=1/1, degree=5/5
00421760	004170f9	housekeep_power_plant_and_fuel	WC1-fuzzy-low		0.522	0.712	0	32	43	ScanTbl0059d100Fn2820@00412820	ScanTbl0059d100Fn2820@0041c7ed	drain_fuel@00418280	SetHudMessageSlot@0040a51d	Manual Match	[WC1 transfer] Fuzzy structural match from WC1 00421760; structural=0.5222, composite=0.7122, graphSupport=0, graphConflicts=0, targetCollisions=1, confidence=low. Verify manually.
00435340	00417124	MeasureShapeFrameStorage	WC1-fuzzy-medium		0.795	0.985	0	162	294	LoopCombatFn45B0@004245b0	ScanTbl0059d100Fn2820@0041c7ed			Manual Match	[WC1 transfer] Fuzzy structural match from WC1 00435340; structural=0.795, composite=0.985, graphSupport=0, graphConflicts=0, targetCollisions=1, confidence=medium. Verify manually.
00421830	0041724a	replenish_weapon_energy_bank	WC1-callgraph-propagated		0.8	2.1	0	146	453	ScanTbl0059d100Fn2820@00412820	ScanTbl0059d100Fn2820@0041c7ed	MinShort@0041d0c0|RandomInRange@00434d20	EmitTextString@0040f040|FUN_00410192@00410192|RandomInRange@00461942	Manual Match	[WC1 transfer] WC1-callgraph-propagated from replenish_weapon_energy_bank @00421830; support=2 (out=1, in=1), margins=0/1, degree=3/4
004218d0	0041740f	accelerate	WC1-fuzzy-low		0.572	0.762	0	78	98	player_input@004285d0|HandleDebugCheatKeys@00429160	player_input@00466b02|HandleDebugCheatKeys@0046733d	malf@00414af0|celerate@0041e710|PlaySfxWaveFileByNumber@0042ef30	celerate@004117ac|malf@00439789|PlaySfxWaveFileByNumber@0045373b	Manual Match	[WC1 transfer] Fuzzy structural match from WC1 004218d0; structural=0.5719, composite=0.7619, graphSupport=0, graphConflicts=0, targetCollisions=1, confidence=low. Verify manually.
00421920	00417471	your_afterburner	WC1-fuzzy-low		0.516	0.706	0	150	209	HandleDebugCheatKeys@00429160	HandleDebugCheatKeys@0046733d	malf@00414af0|fire_afterburner@00421350|PlaySfxWaveFileByNumber@0042ef30	DispatchTbl0059c3f0FnF350@0041693a|malf@00439789|PlaySfxWaveFileByNumber@0045373b	Manual Match	[WC1 transfer] Fuzzy structural match from WC1 00421920; structural=0.5158, composite=0.7058, graphSupport=0, graphConflicts=0, targetCollisions=1, confidence=low. Verify manually.
00401000	00417550	SaveGamePalette	WC1-callgraph-propagated		0.667	2.1	0	31	93	LoadGamePaletteFile@004219c0|ShowMeanwhileTransition@00425770	Title_Sequence@0042f1fd|LoadGamePaletteFile@0045b810	DoLocalFn13C0@004413c0	RestoreModalTextPanel@004266b1|DoLocalFn13C0@00461d68	Manual Match	[WC1 transfer] WC1-callgraph-propagated from SaveGamePalette @00401000; support=2 (out=1, in=1), margins=0/1, degree=3/4
0040be20	004175ad	free_all_slots	WC1-callgraph-propagated		0.308	2.1	0	62	93	ejection_sequence@004046a0|stranded_sequence@00404be0|GameFlow@0040f4b0|Title_Sequence@0040fb70|RunTrainSim@00427080|ShowCampaignVictorySequence@0042fc00|ShowTigerClawEscapeScene@00430150|death_sequence@00439660	ShowMeanwhileTransition@00407e40|FUN_00409850@00409850|stranded_sequence@004251f2|Title_Sequence@0042f1fd|ejection_sequence@0044ebca|death_sequence@004697a0	release_all_capital_ship_shapes@0040b940|free_ship@0040bc70|GetScreenUpdateFlag@004279d0|initialize_view_buffer@00427a00	PaletteLocalFn13E0@004266cc|DoLocalFn13C0@00461d68	Manual Match	[WC1 transfer] WC1-callgraph-propagated from free_all_slots @0040be20; support=2 (out=0, in=2), margins=1/0, degree=12/8
004010c0	004176d2	make_shard	WC1-fuzzy-followup		0.502	0.678	0	266	358	ScanTbl0059c010Fn3030@00413030	ScanTbl0059c010Fn3030@0041d4c7	AddFixedVectors@00418620|SetUiFn9050@00419050|GetUiFn9110@00419110|GetUiFn9150@00419150|DoLocalFn9970@00419970|find_vacant_3d_object@00419ba0|set_objects_data@0041e120|real_velocity@0041e7f0|signed_random@004220f0|RandomInRange@00434d20	DoLocalFn8BB0@00401fdd|AddFixedVectors@0040aa6a|SetUiFn9050@0040b5df|GetUiFn9150@0040b706|GetUiFn9110@0040b747|DoLocalFn9970@0040bf36|find_vacant_3d_object@0040c266|set_objects_data@00410999|real_velocity@004118f2|signed_random@00429581|RandomInRange@00461942	Manual Match	[WC1 transfer] WC1-fuzzy-followup from make_shard @004010c0; structural=0.5016, composite=0.678, graph=2/0, candidates=2
00422090	00417838	ace_greeting	WC1-fuzzy-low		0.515	0.705	0	63	66	engage@00423a50	check_hazards@0041787a|manage_hazard@0041836e	send_message@00417420|ace_status@00422010|flag_ace@00422050	DoLocalFn8BB0@00401fdd|remove_object@0040c2c9|MaxShort@0040f072	Manual Match	[WC1 transfer] Fuzzy structural match from WC1 00422090; structural=0.5152, composite=0.7052, graphSupport=0, graphConflicts=0, targetCollisions=1, confidence=low. Verify manually.
00401c60	0041787a	check_hazards	WC1-callgraph-single-low		0.339	14.15	0	127	107	auto_pilot_sequence@00404050|house_keep@00427d40	FUN_004185cc@004185cc|house_keep@004186a4|FUN_0044d35d@0044d35d|FUN_00458698@00458698	remove_all_hazards@00401210|near_field@00401680|start_hazard_field@00401bc0	ace_greeting@00417838	Manual Match	[WC1 transfer] WC1-callgraph-single-low from check_hazards @00401c60; one mapped edge, graph-jaccard=0.25, degree-similarity=1.0, rank-margins=0.15000000000000036/11.75, instruction-diff=0.3385
00401270	00417916	asteroid_velocity	WC1-fuzzy-followup		0.559	0.669	0	26	43	init_hazard@004013b0	init_hazard@00417af9	MinShort@0041d0c0|RandomBelowOrEqual@00434d50	EmitTextString@0040f040|RandomBelowOrEqual@004619a1	Manual Match	[WC1 transfer] WC1-fuzzy-followup from asteroid_velocity @00401270; structural=0.5594, composite=0.6694, graph=1/0, candidates=1
00401290	00417941	skew_randomly	WC1-fuzzy-low		0.526	0.716	0	247	406	init_hazard@004013b0	init_hazard@00417af9	DoLocalFn8600@00418600|DoLocalFn4CD0@00434cd0	achieved@0040aa37|DoLocalFn4CD0@004618e0	Manual Match	[WC1 transfer] Fuzzy structural match from WC1 00401290; structural=0.5257, composite=0.7157, graphSupport=0, graphConflicts=0, targetCollisions=1, confidence=low. Verify manually.
00401250	00417ad7	difficulty	WC1-callgraph-single-low		0.693	8.2	0	23	34	init_hazard@004013b0	init_hazard@00417af9			Manual Match	[WC1 transfer] WC1-callgraph-single-low from difficulty @00401250; one mapped edge, graph-jaccard=1.0, degree-similarity=1.0, rank-margins=2.0/3.200000000000001, instruction-diff=0.6925
004013b0	00417af9	init_hazard	WC1-fuzzy-followup		0.359	0.644	0	706	939	make_hazard@004018d0	FUN_0041820b@0041820b	difficulty@00401250|asteroid_velocity@00401270|skew_randomly@00401290|align@00401390|kilrathi_near@00414300|SetTbl0059bce0Fn8330@00418330|AddFixedVectors@00418620|SubtractFixedVectors@00418650|ScaleFixedVector@004186b0|distance_between_points@004191d0|MaxShort@0041d0e0|set_objects_data@0041e120|DoLocalFn4CD0@00434cd0|RandomBelowOrEqual@00434d50	SetTbl0059bce0Fn8330@0040a691|AddFixedVectors@0040aa6a|SubtractFixedVectors@0040aaa8|dot_product@0040ab24|distance_from_point@0040b7c9|MaxShort@0040f072|set_objects_data@00410999|FUN_004178e5@004178e5|asteroid_velocity@00417916|skew_randomly@00417941|difficulty@00417ad7|kilrathi_near@0043895f|DoLocalFn4CD0@004618e0|RandomBelowOrEqual@004619a1	Manual Match	[WC1 transfer] WC1-fuzzy-followup from init_hazard @004013b0; structural=0.3586, composite=0.6436, graph=4/1, candidates=3
004016c0	00417eff	try_far_spot	WC1-fuzzy-followup		0.322	0.393	0	425	630	make_hazard@004018d0	FUN_0041820b@0041820b	within_field@004016a0|SetTbl0059c490Fn8420@00418420|DoLocalFn8BE0@00418be0|DoLocalFn8D00@00418d00|copy_frame@00418fd0|IsPointWithinRange@00419990|signed_random@004220f0|find_ratio@00423ba0|DoLocalFn4CD0@00434cd0	offset_location@0040a774|DoLocalFn8D00@0040b02f|DoLocalFn8BE0@0040b17f|GetTbl0059bce0Fn9A70@0040b550|IsPointWithinRange@0040bf55|FUN_00417ed4@00417ed4|signed_random@00429581|FUN_0042b916@0042b916|DoLocalFn4CD0@004618e0|MinShort@0046f3d0	Manual Match	[WC1 transfer] WC1-fuzzy-followup from try_far_spot @004016c0; structural=0.3219, composite=0.3929, graph=2/3, candidates=1
00401870	00418175	rear_sphere	WC1-fuzzy-very-low		0.461	0.466	0	30	45	ok_hazard_spot@00401890	__fassign@004181a2	find_ratio@00423ba0	FUN_0042b916@0042b916	Manual Match	[WC1 transfer] WC1-fuzzy-very-low from rear_sphere @00401870; structural=0.4609, composite=0.4659, graph=0/1, candidates=1
004525b0	004181a2	__fassign	WC1-fuzzy-low	WC1-review-module-mismatch	0.519	0.584	0	83	105		manage_hazard@0041836e	FID_conflict:__atodbl@0045be50|FID_conflict:__atodbl@0045be90	IsPointWithinRange@0040bf55|rear_sphere@00418175	Manual Match	[WC1 transfer] Fuzzy structural match from WC1 004525b0; structural=0.5188, composite=0.5838, graphSupport=0, graphConflicts=0, targetCollisions=1, confidence=low. Verify manually.
00427ca0	00418288	FadeFlightPaletteEntry	WC1-fuzzy-medium		0.815	1.005	0	41	46	house_keep@00427d40	update_star_field@0041b8d6			Manual Match	[WC1 transfer] Fuzzy structural match from WC1 00427ca0; structural=0.8151, composite=1.0051, graphSupport=0, graphConflicts=0, targetCollisions=2, confidence=medium. Verify manually.
00401950	004182b6	approach	WC1-callgraph-propagated		1.0	2.2	0	143	184	manage_hazard@004019e0	manage_hazard@0041836e|FUN_00446b6a@00446b6a	SetTbl0059bce0Fn8330@00418330|AddFixedVectors@00418620|ScaleFixedVector@004186b0	DoLocalFn8BB0@00401fdd|SetTbl0059bce0Fn8330@0040a691|AddFixedVectors@0040aa6a|dot_product@0040ab24	Manual Match	[WC1 transfer] WC1-callgraph-propagated from approach @00401950; support=2 (out=1, in=1), margins=1/1, degree=4/6
004019e0	0041836e	manage_hazard	WC1-fuzzy-very-low		0.463	0.538	0	116	184	update_hazards@00401b30	update_hazards@004184f6	remove_hazard@004011d0|ok_hazard_spot@00401890|approach@00401950|real_velocity@0041e7f0	real_velocity@004118f2|ace_greeting@00417838|__fassign@004181a2|approach@004182b6	Manual Match	[WC1 transfer] WC1-fuzzy-very-low from manage_hazard @004019e0; structural=0.4628, composite=0.5378, graph=1/1, candidates=1
004190b0	00418426	transform_to_objects_frame	WC1-fuzzy-followup		0.688	0.728	0	87	208	update_star_field@00412100|set_objective_range@00415b70|draw_nav_pointer@004168c0|set_ship_rotation_goals@004194d0|apply_force_to_object@00419d10|rotational_acceleration@00419f70|IsPointWithinEyeViewCone@0041a130|ScanTbl0059d9b0FnA1D0@0041a1d0|LoadTbl0059dd90FnA610@0041a610|steer_away_from_object@00433ac0|steer_away_from_predicted_object@00433b90	update_hazards@004184f6	dot_product@004189e0	dot_product@0040ab24	Manual Match	[WC1 transfer] WC1-fuzzy-followup from transform_to_objects_frame @004190b0; structural=0.6875, composite=0.7275, graph=1/2, candidates=1
00401b30	004184f6	update_hazards	WC1-fuzzy-low		0.508	0.698	0	134	214	update_star_field@00412100	update_star_field@0041b8d6	make_hazard@004018d0|manage_hazard@004019e0|match_ship_to_eye@00401a60|real_velocity@0041e7f0|RandomBelowOrEqual@00434d50	real_velocity@004118f2|FUN_0041820b@0041820b|manage_hazard@0041836e|transform_to_objects_frame@00418426|RandomBelowOrEqual@004619a1	Manual Match	[WC1 transfer] Fuzzy structural match from WC1 00401b30; structural=0.5077, composite=0.6977, graphSupport=0, graphConflicts=0, targetCollisions=1, confidence=low. Verify manually.
00427d40	004186a4	house_keep	WC1-fuzzy-very-low		0.451	0.44	0	167	197	Update_3Space@00427c50	auto_pilot_sequence@00422b1c|FUN_0046604f@0046604f	check_hazards@00401c60|FadeFlightPaletteEntry@00427ca0|ReleaseStaleNavTarget@0042a170|FlushSoundEffectsAndLog@0042ef10|PaletteLocalFn13E0@004413e0	check_hazards@0041787a|FUN_00417ea4@00417ea4|FUN_004185cc@004185cc	Manual Match	[WC1 transfer] WC1-fuzzy-very-low from house_keep @00427d40; structural=0.4512, composite=0.4402, graph=0/1, candidates=1
004102b0	00418770	CalibrateJoystickInteractive	WC1-fuzzy-high		0.541	0.911	0	1027	1444	Title_Sequence@0040fb70|BarracksScreen@0041c170|HandleDebugCheatKeys@00429160	RefreshMemoryStatusOverlay@0040963b|HandleDebugCheatKeys@0046733d	InputRoutine01@0040cae0|WaitForJoystickButtonRelease@004106c0|WaitForJoystickButtonPress@00410700|ShowModalTextPanel@0041ab90|ReleaseModalTextPanel@0041ad10|InitializeTextContextFromFont@0041d510|ReleaseTextFont@0041d590|LoadJoystickCalibrationFile@00431a10|DIBslamReal@00432970|__open@0044bac0|__close@0044c150|__write@0044c2c0|FID_conflict:__unlink@0044d4b0	UiRoutine08@0040f882|GetTbl0059d650FnF270@0040f91c|HelperOf40DEE0A@00418d14|FUN_00418d5f@00418d5f|LoadJoystickCalibrationFile@00423480|FUN_0044f247@0044f247|ShowModalTextPanel@004595ef|ReleaseModalTextPanel@0045979b|DIBslamReal@0045dc33|FID_conflict:__unlink@0046f450|__close@0046f470|__write@0046f5e0|FID_conflict:__open@0046f990	Manual Match	[WC1 transfer] Fuzzy structural match from WC1 004102b0; structural=0.5413, composite=0.9113, graphSupport=3, graphConflicts=0, targetCollisions=1, confidence=high. Verify manually.
0040dea0	00418d14	HelperOf40DEE0A	WC1-fuzzy-low		0.532	0.697	0	64	75	DrawNavMapLegend@0040dee0	CalibrateJoystickInteractive@00418770	DrawNavTextLine@0040cb60	DosStrcpy@0042476b|FUN_0044f247@0044f247	Manual Match	[WC1 transfer] Fuzzy structural match from WC1 0040dea0; structural=0.5318, composite=0.6968, graphSupport=0, graphConflicts=0, targetCollisions=2, confidence=low. Verify manually.
0041c090	00418daa	GetNavFnC090	WC1-callgraph-propagated		0.353	3.1	0	169	291	BarracksScreen@0041c170	BarracksScreen@00419831	SaveGameWithNamePrompt@0041b5c0|LoadGameFromSlot@0041b980|LoopSaveLoadFnBB20@0041bb20|SceneRoutine02@0041bbd0|ConfirmAwakenAfterBadData@0041bf60|ConfirmReplaceFaultyData@0041bfe0|GetUiFn60D0@004360d0|GetUiFn60E0@004360e0	RefreshMemoryStatusOverlay@0040963b|UiRoutine08@0040f882|InitializeTextContextFromFont@0042067f|DrawSpriteDefault@004266e7|CopyViewportContents@00427047|MeasureTextPixelWidthClamped@00453b30|DrawConstellationField@0045a634|DrawFormattedText@00461d02|DoLocalFn13C0@00461d68|GetUiFn60D0@00463ba1|GetUiFn60E0@00463e19	Manual Match	[WC1 transfer] WC1-callgraph-propagated from GetNavFnC090 @0041c090; support=3 (out=2, in=1), margins=1/0, degree=9/12
00428ea0	00418ecd	WaitForKeyAcknowledge	WC1-callgraph-propagated		0.286	2.0	0	126	303	main@004274e0|ShowModalMessage@00428f20|ShowOnScreenMessage@00428fa0|ShowGamePausedBanner@004290a0	RecRoom@00418ffc	PumpWindowMessages@00402320|GetG004763f0Fn5BC0@00425bc0|SetDebugFn5C20@00425c20|IsInputEventQueued@00435d80|FlushInputEvents@00435db0	RefreshMemoryStatusOverlay@0040963b|SetDebugFn5C20@0040fed9|DrawSpriteDefault@004266e7|PumpWindowMessages@0045445a|DrawConstellationField@0045a634|FUN_00462c43@00462c43|GetUiFn6480@00465ea9	Manual Match	[WC1 transfer] WC1-callgraph-propagated from WaitForKeyAcknowledge @00428ea0; support=2 (out=2, in=0), margins=0/0, degree=9/8
