source_file	source_line	wc1_address	wc2_address	source_name	mapping_name	evidence	review_flags	status
src/brains.c	490	00406BD0	0044145A	Msplit_left	Msplit_left	WC1-order-exact		mapped
src/brains.c	505	00406C20	0044151B	Msplit_right	Msplit_right	WC1-order-exact		mapped
src/brains.c	520	00406C70	004415DC	Mgloat	ShipAiState25	WC1-fuzzy-followup		mapped
src/brains.c	545	00406D20	004416D5	Mtail_fire	Mtail_fire	WC1-manual-verified		mapped
src/brains.c	556	00406D80	00441742	Mzip_past	Mzip_past	WC1-manual-verified		mapped
src/brains.c	577	00406E10	00441C01	Mtarget_missile	Mtarget_missile	WC1-callgraph-propagated		mapped
src/brains.c	606	00406EC0	0044199B	Mram_missile	Mram_missile	WC1-fuzzy-low		mapped
src/brains.c	619	00406F20	00441A13	Mbuzz_debris	Mbuzz_debris	WC1-fuzzy-followup		mapped
src/brains.c	646	00406FB0	00441AFC	Mstrafe_enemy	Mstrafe_enemy	WC1-order-exact		mapped
src/brains.c	664	00407030	00441BC1	Mbest_strafe	Mbest_strafe	WC1-fuzzy-very-low		mapped
src/brains.c	674	00407060	00441D00	Msit_n_fire	Msit_n_fire	WC1-fuzzy-very-low		mapped
src/brains.c	690	004070D0	00441D71	Mstrafe_n_roll	Mstrafe_n_roll	WC1-fuzzy-very-low		mapped
src/brains.c	700	00407100	00441DB3	Mkill_missile	Mkill_missile	WC1-fuzzy-very-low		mapped
src/brains.c	723	004071B0	00441E9C	Msuicide_run	Msuicide_run	WC1-order-exact		mapped
src/brains.c	731	004071E0	00441EC8	Mget_distance	Mget_distance	WC1-fuzzy-low		mapped
src/brains.c	750	00407270	00441F86	general_zig	general_zig	WC1-callgraph-propagated		mapped
src/brains.c	783	00407350	0044210C	Mzig_zag	Mzig_zag	WC1-callgraph-single		mapped
src/brains.c	789	00407370	00442129	Mzig_zag_pitch	Mzig_zag_pitch	WC1-fuzzy-low		mapped
src/brains.c	795	00407390	00442146	Mcorkscrew	ShipAiState38	WC1-fuzzy-very-low		mapped
src/brains.c	821	00407450	00442252	Mveer_away	Mveer_away	WC1-fuzzy-followup		mapped
src/brains.c	858	00407560	004423E2	ShipAiState44	ShipAiState44	WC1-callgraph-single-low		mapped
src/brains.c	865	00407580	00442404	Mtarget_laser	Mtarget_laser	WC1-manual-verified		mapped
src/brains.c	871	004075A0	00442421	Mrout_me	Mrout_me	WC1-manual-verified		mapped
src/brains.c	877	004075B0	004424C2	Mnone	Mnone	WC1-manual-verified		mapped
