source_file	source_name	mapping_name	wc1_address	wc2_address	evidence	review_flags	binary_similarity	similarity_band
src/brains.c	check_goal	check_goal	0040A900	00444199	WC1-fuzzy-followup		96.55	ge90
src/brains.c	rendezvous_mission	rendezvous_mission	0040AD80	00444966	WC1-fuzzy-followup		96.55	ge90
src/mono.c	WriteDataFileAtOffset	WriteDataFileAtOffset	00403520	0045A06C	WC1-fuzzy-high		96.55	ge90
src/mono.c	ReadDataFileAtOffset	ReadDataFileAtOffset	00403610	0045A19B	WC1-fuzzy-high		96.55	ge90
src/geom.c	WrapDegrees	DoLocalFn8560	00418560	0040A925	WC1-fuzzy-medium		96.67	ge90
src/spc.c	rotate_object	GetTbl0059b2a0Fn2920	00412920	0041CB3C	WC1-fuzzy-low		96.67	ge90
src/hudmsg.c	ReportFramesSkipped	ReportFramesSkipped	00429120	00437FD3	WC1-fuzzy-followup		96.67	ge90
src/cockpt.c	check_objectives	check_objectives	004158A0	0043B089	WC1-fuzzy-low		96.67	ge90
src/brains.c	escort_mission	escort_mission	0040A7D0	00443FE4	WC1-fuzzy-followup		96.67	ge90
src/eventmgr.c	RefreshMouseCursorDisplay	BlitUiFn6060	00436060	004638F1	WC1-fuzzy-followup		96.67	ge90
src/logic.c	missile_on_tail	missile_on_tail	004229F0	0041596F	WC1-fuzzy-low		96.77	ge90
src/cockpt.c	RestoreCockpitExplosionBackground	RestoreCockpitExplosionBackground	00417760	0043EAE3	WC1-fuzzy-low		96.77	ge90
src/brains.c	destroyer_intelligence	destroyer_intelligence	0040B0C0	00444E51	WC1-callgraph-propagated		96.88	ge90
src/ix/dspv.cpp	ix_dspv_set_active	ix_dspv_set_active	004467C5	0048A235	WC1-auto-vt		96.88	ge90
src/ix/dspv.cpp	ix_dspv_clear_flag4	ix_dspv_clear_flag4	0044688E	0048A2FE	WC1-auto-vt		96.88	ge90
src/ix/dspv.cpp	ix_dspv_get_flags	ix_dspv_get_flags	004468F2	0048A362	WC1-auto-vt		96.88	ge90
src/ix/dsps.cpp	ix_dsps_get_flags	ix_dsps_get_flags	00445A0B	0048B26B	WC1-auto-vt		96.88	ge90
src/brains.c	Mwabble	ShipAiState13	00406130	004406BA	WC1-fuzzy-followup		97.10	ge90
src/cockpt.c	DrawHudMessageSlot	DrawHudMessageSlot	004140A0	004385B3	WC1-fuzzy-very-low		97.14	ge90
src/ix/dsp.cpp	ix_dsp_set_master_volume	ix_dsp_set_master_volume	00444DC5	00489E45	WC1-auto-vt		97.30	ge90
src/ix/dspv.cpp	ix_dspv_set_volume	ix_dspv_set_volume	00446B18	0048A588	WC1-auto-vt		97.30	ge90
src/brains.c	Mline_up_drop	Mline_up_drop	004060D0	00440642	WC1-fuzzy-low		97.44	ge90
src/ix/sample.cpp	IxSample::ix_sample_load_aiff	ix_sample_load_aiff	0044879C	0046B21C	WC1-auto-vt		97.44	ge90
src/ix/sample.cpp	IxSample::ix_sample_convert_from_ieee_extended	ix_sample_convert_from_ieee_extended	0044914C	0046BBCC	WC1-auto-vt		97.46	ge90
src/winmain.c	ShutdownGameWindow	ShutdownGameWindow	00402070	00454103	WC1-fuzzy-high		97.56	ge90
src/winmain.c	AbortToDesktop	AbortToDesktop	00402110	0045422D	WC1-fuzzy-medium		97.56	ge90
src/debug.cpp	DebugOverlayConsole::DisableReverseVideo	DebugOverlayConsole::DisableReverseVideo	0041CF50	0045B55C	WC1-callgraph-propagated		97.56	ge90
src/debug.cpp	DebugOverlayConsole::EnableReverseVideo	DebugOverlayConsole::EnableReverseVideo	0041CF00	0045B5D8	WC1-callgraph-propagated		97.56	ge90
src/dib.c	ReportSpaceFlightMaxFps	ReportSpaceFlightMaxFps	00432050	0045CE9A	WC1-fuzzy-medium		97.56	ge90
src/geom.c	facing_to_object	facing_to_object	004193D0	0040B9B5	WC1-callgraph-propagated		97.62	ge90
src/dib.c	DIBpositionWindow	DIBpositionWindow	00432230	0045D11F	WC1-fuzzy-medium		97.83	ge90
src/ix/streamer.cpp	ix_streamer_find_entry	ix_streamer_find_entry	00443755	0046CD55	WC1-auto-vt		97.83	ge90
src/hudmsg.c	SetMultimediaTimerCallback	SetMultimediaTimerCallback	0042AFC0	0040A2E7	WC1-fuzzy-medium		97.87	ge90
src/ix/dspv.cpp	ix_dspv_set_buffer	ix_dspv_set_buffer	0044698F	0048A3FF	WC1-auto-vt		97.92	ge90
src/smart.c	goto_formation	goto_formation	00434360	0041F0C5	WC1-fuzzy-low		97.99	ge90
src/pload.c	RemoveActiveSoundEntry	RemoveActiveSoundEntry	0042B390	00423FAB	WC1-callgraph-single-low		98.04	ge90
src/ix/mixer.cpp	ix_mixer_service	ix_mixer_service	004463FC	0048BC5C	WC1-auto-vt		98.09	ge90
src/killbrd.c	ReadPacketSectionData	ReadPacketSectionData	00440840	00469BE0	WC1-callgraph-propagated	WC1-review-module-mismatch	98.15	ge90
src/ix/dspv.cpp	ix_dspv_set_bits_per_sample	ix_dspv_set_bits_per_sample	00446D2C	0048A79C	WC1-auto-vt		98.18	ge90
src/brains.c	reach_warp	reach_warp	0040A670	00443DBD	WC1-fuzzy-low		98.21	ge90
src/brains.c	formation_burst	formation_burst	00409C50	00442F2D	WC1-callgraph-propagated		98.25	ge90
src/ix/dsps.cpp	ix_dsps_alloc	ix_dsps_alloc	004451B5	0048AA15	WC1-auto-vt		98.46	ge90
src/brains.c	Mbuzz_debris	Mbuzz_debris	00406F20	00441A13	WC1-fuzzy-followup		98.57	ge90
src/brains.c	Mkill_missile	Mkill_missile	00407100	00441DB3	WC1-fuzzy-very-low		98.65	ge90
src/ix/dsps.cpp	ix_dsps_set_volume	ix_dsps_set_volume	00445906	0048B166	WC1-auto-vt		98.72	ge90
src/screens.c	FillRasterEllipse	FillRasterEllipse	0043D1C1	004059BD	WC1-auto-vt		99.32	ge90
src/ix/sound.cpp	ix_sound_start	ix_sound_start	00447CD8	0046A758	WC1-auto-vt		99.56	ge90
src/screens.c	InstallRasterDriverCallbacks	InstallRasterDriverCallbacks	00439C69	00402465	WC1-fuzzy-high		100.00	exact
src/screens.c	optimize	DrawClippedLine	00439E39	00402635	WC1-auto-vt		100.00	exact
src/screens.c	optimize	FillRasterClipCheckerboard	0043A83B	00403037	WC1-auto-vt		100.00	exact
src/screens.c	optimize	DrawRLEImage	0043A974	00403170	WC1-auto-vt		100.00	exact
src/screens.c	optimize	DrawRLEImageUnclipped	0043AD78	00403574	WC1-auto-vt		100.00	exact
src/screens.c	SetPaletteTranslationTable	SetPaletteTranslationTable	0043AE3F	0040363B	WC1-fuzzy-medium		100.00	exact
src/screens.c	optimize	DrawRLEImageColor	0043AE5E	0040365A	WC1-auto-vt		100.00	exact
src/screens.c	optimize	DrawRLEImageColorUnclipped	0043B336	00403B32	WC1-auto-vt		100.00	exact
src/screens.c	optimize	RotateRLEImage	0043B469	00403C65	WC1-auto-vt		100.00	exact
src/screens.c	optimize	GetRLEFrameBounds	0043C015	00404811	WC1-auto-vt		100.00	exact
src/screens.c	EncodeRasterClipToRLEFrame	EncodeRasterClipToRLEFrame	0043C18D	00404989	WC1-auto-vt		100.00	exact
src/screens.c	optimize	TranslateRLEFramePalette	0043C410	00404C0C	WC1-auto-vt		100.00	exact
src/screens.c	FillRasterClip	FillRasterClip	0043C808	00405004	WC1-auto-vt		100.00	exact
src/screens.c	BlitRasterClip	BlitRasterClip	0043C8E7	004050E3	WC1-auto-vt		100.00	exact
src/screens.c	ScrollRasterClipWrapped	ScrollRasterClipWrapped	0043CC83	0040547F	WC1-auto-vt		100.00	exact
src/screens.c	optimize	DrawRasterEllipse	0043CE80	0040567C	WC1-auto-vt		100.00	exact
src/screens.c	GetRLETransformTrig	GetRLETransformTrig	0043E2D3	00406ACF	WC1-auto-vt		100.00	exact
src/screens.c	CalculateRoundedRLEFixedProduct	CalculateRoundedRLEFixedProduct	0043E38B	00406B87	WC1-auto-vt		100.00	exact
src/screens.c	TransformRLEPoint	TransformRLEPoint	0043E3B1	00406BAD	WC1-auto-vt		100.00	exact
src/screens.c	GetRawImageHeight	GetRawImageHeight	0043E478	00406C74	WC1-auto-vt		100.00	exact
src/screens.c	GetRawFrameWidth	GetRawFrameWidth	0043E48B	00406C87	WC1-auto-vt		100.00	exact
src/screens.c	BlitSelectedRawFrames	BlitSelectedRawFrames	0043E63E	00406E3A	WC1-auto-vt		100.00	exact
src/screens.c	BlitRawScanline	BlitRawScanline	0043E675	00406E71	WC1-auto-vt		100.00	exact
src/screens.c	FindIFFChunkData	FindIFFChunkData	0043E784	00406F80	WC1-auto-vt		100.00	exact
src/screens.c	DecodeIFFImage	DecodeIFFImage	0043E7C6	00406FC2	WC1-auto-vt		100.00	exact
src/screens.c	CopyILBMPalette	CopyILBMPalette	0043E98D	00407189	WC1-auto-vt		100.00	exact
src/screens.c	GetILBMImageSize	GetILBMImageSize	0043E9BE	004071BA	WC1-auto-vt		100.00	exact
src/screens.c	DecodePCXImage	DecodePCXImage	0043E9EB	004071E7	WC1-auto-vt		100.00	exact
src/screens.c	CopyPCXPaletteFromFileTail	CopyPCXPaletteFromFileTail	0043EA6D	00407269	WC1-auto-vt		100.00	exact
src/screens.c	GetPCXImageSize	GetPCXImageSize	0043EA98	00407294	WC1-auto-vt		100.00	exact
src/screens.c	ResetGIFLZWDictionary	ResetGIFLZWDictionary	0043EABF	004072BB	WC1-auto-vt		100.00	exact
src/screens.c	ReadGIFDataSubBlockByte	ReadGIFDataSubBlockByte	0043EB07	00407303	WC1-auto-vt		100.00	exact
src/screens.c	ReadGIFLZWCode	ReadGIFLZWCode	0043EB20	0040731C	WC1-auto-vt		100.00	exact
src/screens.c	AppendGIFLZWDictionaryEntry	AppendGIFLZWDictionaryEntry	0043EB66	00407362	WC1-auto-vt		100.00	exact
src/screens.c	EmitGIFDecodedPixel	EmitGIFDecodedPixel	0043EBAC	004073A8	WC1-auto-vt		100.00	exact
src/screens.c	ExpandGIFLZWImage	ExpandGIFLZWImage	0043EC29	00407425	WC1-auto-vt		100.00	exact
src/screens.c	CopyGIFPalette	CopyGIFPalette	0043EE42	0040763E	WC1-auto-vt		100.00	exact
src/screens.c	GetGIFImageSize	GetGIFImageSize	0043EEA3	0040769F	WC1-auto-vt		100.00	exact
src/screens.c	GetRLEFrameDimensions	GetRLEFrameDimensions	0043EEDB	004076D7	WC1-auto-vt		100.00	exact
src/screens.c	GetRLEFrameExtents	GetRLEFrameExtents	0043EEFD	004076F9	WC1-auto-vt		100.00	exact
src/screens.c	ApplyRLEFramePalette	ApplyRLEFramePalette	0043EF7E	0040777A	WC1-auto-vt		100.00	exact
src/screens.c	CopyRLEFramePalette	CopyRLEFramePalette	0043EFC9	004077C5	WC1-auto-vt		100.00	exact
src/screens.c	SetRLEFramePalette	SetRLEFramePalette	0043F011	0040780D	WC1-auto-vt		100.00	exact
src/screens.c	GetRLEFrameCount	GetRLEFrameCount	0043F05B	00407857	WC1-auto-vt		100.00	exact
src/screens.c	CollectUniqueRLEImageFrames	CollectUniqueRLEImageFrames	0043F06E	0040786A	WC1-auto-vt		100.00	exact
src/screens.c	CollectUniqueRLEPaletteFrames	CollectUniqueRLEPaletteFrames	0043F0D0	004078CC	WC1-auto-vt		100.00	exact
src/screens.c	FadeRasterPaletteToPalette	FadeRasterPaletteToPalette	0043F425	00407C21	WC1-auto-vt		100.00	exact
src/screens.c	CollectRasterClipColours	CollectRasterClipColours	0043F5A9	00407DA5	WC1-auto-vt		100.00	exact
src/geom.c	point_at	SetTbl0059bce0Fn8330	00418330	0040A691	WC1-fuzzy-low		100.00	exact
src/geom.c	look_at	DoLocalFn83A0	004183A0	0040A6F7	WC1-fuzzy-followup		100.00	exact
src/geom.c	position_relative	position_relative	004183D0	0040A725	WC1-fuzzy-low		100.00	exact
src/geom.c	FixedToShortSaturating	FixedToShortSaturating	004184C0	0040A81B	WC1-fuzzy-medium		100.00	exact
src/geom.c	SignFixed	DoLocalFn8540	00418540	0040A8EB	WC1-fuzzy-medium		100.00	exact
src/geom.c	AddFixedVectors	AddFixedVectors	00418620	0040AA6A	WC1-callgraph-propagated		100.00	exact
src/geom.c	SubtractFixedVectors	SubtractFixedVectors	00418650	0040AAA8	WC1-callgraph-propagated		100.00	exact
src/geom.c	ComputeVectorDelta	ComputeVectorDelta	00418680	0040AAE6	WC1-callgraph-propagated		100.00	exact
src/geom.c	divide_vector	divide_vector	00418700	0040AB78	WC1-fuzzy-followup		100.00	exact
src/geom.c	MakeRandomVectorFixed	MakeRandomVectorFixed	00418780	0040AC24	WC1-fuzzy-low		100.00	exact
src/geom.c	FillFixedVectorWithRandomComponents	FillFixedVectorWithRandomComponents	004187E0	0040AC88	WC1-fuzzy-followup		100.00	exact
src/geom.c	vector_cross_product	DoLocalFn8A80	00418A80	0040AE70	WC1-fuzzy-low		100.00	exact
src/geom.c	NormalizeFixedVector	NormalizeFixedVector	00418B10	0040AF18	WC1-fuzzy-followup		100.00	exact
src/geom.c	fix_objects_ijk	SetUiFn9050	00419050	0040B5DF	WC1-fuzzy-followup		100.00	exact
src/geom.c	alter_yaw	GetUiFn9150	00419150	0040B706	WC1-fuzzy-followup		100.00	exact
src/geom.c	alter_pitch	GetUiFn9110	00419110	0040B747	WC1-callgraph-propagated		100.00	exact
src/geom.c	alter_roll	GetUiFn9190	00419190	0040B788	WC1-callgraph-propagated		100.00	exact
src/geom.c	distance_from_object	distance_from_object	00419260	0040B85C	WC1-callgraph-propagated		100.00	exact
src/geom.c	match_roll_orientation	match_roll_orientation	00419440	0040BA2E	WC1-callgraph-propagated		100.00	exact
src/geom.c	point_ship_at_object	point_ship_at_object	004196A0	0040BCE8	WC1-callgraph-propagated		100.00	exact
src/geom.c	point_perpendicular_to_point	point_perpendicular_to_point	00419810	0040BD58	WC1-fuzzy-very-low		100.00	exact
src/geom.c	point_ship_below_object	point_ship_below_object	00419790	0040BE3A	WC1-fuzzy-low		100.00	exact
src/geom.c	point_perpendicular	point_perpendicular	00419850	0040BEB0	WC1-callgraph-propagated		100.00	exact
src/geom.c	NormalizeAndScaleVector	NormalizeAndScaleVector	00419950	0040BF0B	WC1-fuzzy-low		100.00	exact
src/geom.c	SetVectorFixedPoint	DoLocalFn9970	00419970	0040BF36	WC1-fuzzy-followup		100.00	exact
src/geom.c	IsPointWithinRange	IsPointWithinRange	00419990	0040BF55	WC1-callgraph-propagated		100.00	exact
src/geom.c	ClampTo30	DoLocalFnA110	0041A110	0040C99F	WC1-fuzzy-medium		100.00	exact
src/mathutil.c	MaxShort	MaxShort	0041D0E0	0040F072	WC1-callgraph-propagated		100.00	exact
src/pilot.cpp	CreateDebugOverlayConsole	CreateDebugOverlayConsole	00425B00	0040FCD0	WC1-fuzzy-medium		100.00	exact
src/pilot.cpp	PumpMessagesDuringWait	GetG004763f0Fn5BC0	00425BC0	0040FE23	WC1-callgraph-transfer		100.00	exact
src/disk.c	real_velocity	real_velocity	0041E7F0	004118F2	WC1-callgraph-propagated		100.00	exact
src/ship.c	ReportComponentRepaired	ReportComponentRepaired	0041F5F0	00413578	WC1-auto-vt		100.00	exact
src/ship.c	hemisphere	hemisphere	004207E0	00415508	WC1-fuzzy-very-low		100.00	exact
src/logic.c	accelerate	accelerate	004218D0	0041740F	WC1-fuzzy-low		100.00	exact
src/winmain.c	asteroid_velocity	asteroid_velocity	00401270	00417916	WC1-fuzzy-followup		100.00	exact
src/winmain.c	skew_randomly	skew_randomly	00401290	00417941	WC1-fuzzy-low		100.00	exact
src/winmain.c	rear_sphere	rear_sphere	00401870	00418175	WC1-fuzzy-very-low		100.00	exact
src/spc.c	GetVectorMagnitude	GetVectorMagnitude	00410AD0	00419CDC	WC1-fuzzy-followup		100.00	exact
src/smart.c	stress_morale	stress_morale	004345D0	0041F3EF	WC1-fuzzy-low		100.00	exact
src/auto.c	player_wingman	player_wingman	00403EE0	00422953	WC1-callgraph-propagated		100.00	exact
src/auto.c	set_speed	set_speed	00403F10	00422990	WC1-callgraph-single-low		100.00	exact
src/pload.c	AllocateWaveTableEntry	AllocateWaveTableEntry	0042B1F0	00423D4F	WC1-fuzzy-medium		100.00	exact
src/pload.c	AllocateActiveSoundEntry	AllocateActiveSoundEntry	0042B340	00423F3F	WC1-fuzzy-medium	WC1-review-module-mismatch	100.00	exact
src/sound.c	stop_all_sounds	stop_all_sounds	0042B640	004245A2	WC1-auto-vt		100.00	exact
src/sound.c	RegistryQueryValue	RegistryQueryValue	0042B810	0042485C	WC1-callgraph-propagated		100.00	exact
src/sound.c	RegistryStoreValue	RegistryStoreValue	0042B840	00424888	WC1-callgraph-propagated		100.00	exact
src/sound.c	LoadVolumeSettingsFromRegistry	LoadVolumeSettingsFromRegistry	0042B870	004248B4	WC1-fuzzy-low		100.00	exact
src/sound.c	SaveVolumeSettingsToRegistry	SaveVolumeSettingsToRegistry	0042B930	00424980	WC1-fuzzy-low		100.00	exact
src/killbrd.c	GetPreparedShapeData	GetPreparedShapeData	004408C0	0042553A	WC1-callgraph-propagated		100.00	exact
src/killbrd.c	GetShapeFrameCount	GetShapeFrameCount	004408D0	00425550	WC1-callgraph-propagated		100.00	exact
src/killbrd.c	SignExtendClipCoord	SignExtendClipCoord	00440BE0	004259E2	WC1-fuzzy-medium		100.00	exact
src/gr.c	SetPaletteEntry	PaletteLocalFn13E0	004413E0	004266CC	WC1-callgraph-propagated		100.00	exact
src/gr.c	ReadCheaterFlagFromRegistry	ReadCheaterFlagFromRegistry	00442600	00428D09	WC1-auto-vt		100.00	exact
src/ix/streamer.cpp	ix_streamer_get_audio_chunk	ix_streamer_get_audio_chunk	00443651	00428DE0	WC1-fuzzy-high	WC1-review-module-mismatch	100.00	exact
src/logic.c	signed_random	signed_random	004220F0	00429581	WC1-fuzzy-followup		100.00	exact
src/logic.c	alert_flag	alert_flag	00422110	004295A9	WC1-callgraph-propagated		100.00	exact
src/logic.c	clear_alert	clear_alert	00422160	004295F2	WC1-fuzzy-medium		100.00	exact
src/logic.c	start_collision_alert	start_collision_alert	00422180	00429625	WC1-fuzzy-low		100.00	exact
src/logic.c	try2end_collision_alert	try2end_collision_alert	004221E0	00429698	WC1-fuzzy-followup		100.00	exact
src/logic.c	ships_within_range	ships_within_range	00423260	0042AB81	WC1-callgraph-single-low		100.00	exact
src/eventmgr.c	ConvertChar_Int	ConvertChar_Int	00436CB0	0042BB17	WC1-fuzzy-medium		100.00	exact
src/mono.c	SplitGameClockTicks	DoLocalFn3C40	00403C40	00437760	WC1-fuzzy-low		100.00	exact
src/mono.c	MonoDebug_install	MonoDebug_install	00403C90	004377F0	WC1-fuzzy-low		100.00	exact
src/mono.c	MonoDebug_remove	MonoDebug_remove	00403D60	004378D9	WC1-callgraph-propagated		100.00	exact
src/mono.c	MonoDebug_print	MonoDebug_print	00403DE0	00437983	WC1-fuzzy-low		100.00	exact
src/mono.c	ReadPerformanceCounter	QueryPerfCounterValue	00403E30	004379D4	WC1-callgraph-single-low		100.00	exact
src/hudmsg.c	ReportOutOfMemoryAndExit	ReportOutOfMemoryAndExit	00428F80	00437C96	WC1-auto-vt		100.00	exact
src/cockpt.c	EraseCockpitReadoutRegion	EraseCockpitReadoutRegion	00413D40	00438129	WC1-fuzzy-medium		100.00	exact
src/cockpt.c	ClearHudMessageIfMatching	ClearHudMessageIfMatching	004141B0	004387A7	WC1-fuzzy-followup		100.00	exact
src/cockpt.c	UpdateMessage	UpdateMessage	00414240	00438864	WC1-fuzzy-low		100.00	exact
src/cockpt.c	remove_message	remove_message	004142E0	0043893F	WC1-callgraph-propagated		100.00	exact
src/cockpt.c	GetVduModeStackDepth	GetVduModeStackDepth	00414890	0043934D	WC1-callgraph-single-low		100.00	exact
src/cockpt.c	InvalidateVduMode	DebugNoBodyStub	004149C0	00439500	WC1-callgraph-propagated		100.00	exact
src/cockpt.c	check_sighting	check_sighting	004156D0	0043AD61	WC1-fuzzy-very-low		100.00	exact
src/cockpt.c	starting_lock	starting_lock	00415FF0	0043BE55	WC1-fuzzy-very-low		100.00	exact
src/cockpt.c	SetRectBounds	DoLocalFn6220	00416220	0043C30D	WC1-callgraph-propagated		100.00	exact
src/cockpt.c	malf_noise	malf_noise	00416E20	0043D9DA	WC1-fuzzy-low		100.00	exact
src/cockpt.c	determine_pilot_hand	determine_pilot_hand	004171D0	0043E297	WC1-fuzzy-very-low		100.00	exact
src/cockpt.c	update_dead_disp	update_dead_disp	00417B10	0043F09D	WC1-fuzzy-low		100.00	exact
src/cockpt.c	PlayCockpitSelectionSfx	PlayCockpitSelectionSfx	00417F00	0043F849	WC1-fuzzy-low		100.00	exact
src/brains.c	SetShipAiScratchWord	HelperOf4075D0A	004060A0	00440606	WC1-callgraph-single		100.00	exact
src/brains.c	maneuver_complete	maneuver_complete	004060B0	0044061B	WC1-fuzzy-low		100.00	exact
src/brains.c	Mtight_loop	Mtight_loop	00406440	0044086B	WC1-fuzzy-very-low		100.00	exact
src/brains.c	Mhard_break	Mhard_break	004064F0	00440967	WC1-fuzzy-followup		100.00	exact
src/brains.c	Mgloat	ShipAiState25	00406C70	004415DC	WC1-fuzzy-followup		100.00	exact
src/brains.c	Mram_missile	Mram_missile	00406EC0	0044199B	WC1-fuzzy-low		100.00	exact
src/brains.c	Mbest_strafe	Mbest_strafe	00407030	00441BC1	WC1-fuzzy-very-low		100.00	exact
src/brains.c	Mstrafe_n_roll	Mstrafe_n_roll	004070D0	00441D71	WC1-fuzzy-very-low		100.00	exact
src/brains.c	Mzig_zag	Mzig_zag	00407350	0044210C	WC1-callgraph-single		100.00	exact
src/brains.c	Mzig_zag_pitch	Mzig_zag_pitch	00407370	00442129	WC1-fuzzy-low		100.00	exact
src/brains.c	Mcorkscrew	ShipAiState38	00407390	00442146	WC1-fuzzy-very-low		100.00	exact
src/brains.c	ShipAiState44	ShipAiState44	00407560	004423E2	WC1-callgraph-single-low		100.00	exact
src/brains.c	Mreset	ShipAiState03	004075C0	004424CD	WC1-fuzzy-followup		100.00	exact
src/brains.c	disallow_engage	disallow_engage	00409CE0	00442FE9	WC1-callgraph-single-low		100.00	exact
src/brains.c	allow_engage	allow_engage	00409CF0	00442FFD	WC1-fuzzy-medium		100.00	exact
src/brains.c	formation_break	formation_break	00409F00	004432EB	WC1-callgraph-propagated		100.00	exact
src/brains.c	dist_from_home	dist_from_home	0040A160	0044366D	WC1-callgraph-single-low		100.00	exact
src/brains.c	scan_and_lock	scan_and_lock	0040A180	00443698	WC1-callgraph-propagated		100.00	exact
src/brains.c	return_to_buddy	return_to_buddy	0040A740	00443F28	WC1-fuzzy-followup		100.00	exact
src/brains.c	escort_buddy	escort_buddy	0040A7A0	00443FA2	WC1-fuzzy-low		100.00	exact
src/brains.c	return_to_master	return_to_master	0040ABB0	004446C9	WC1-fuzzy-followup		100.00	exact
src/screen.c	IsCommMenuIdle	IsCommMenuIdle	00430CA0	004473D1	WC1-callgraph-single-low		100.00	exact
src/screen.c	OpenCommMenuForTarget	OpenCommMenuForTarget	00430D50	004474CA	WC1-fuzzy-low		100.00	exact
src/screen.c	wingman_dead	wingman_dead	00430E10	0044756F	WC1-callgraph-propagated		100.00	exact
src/brains.c	SetNavMapCoordinateScaling	SetNavMapCoordinateScaling	0040CBB0	0044FADA	WC1-callgraph-propagated		100.00	exact
src/brains.c	CheckPoint	CheckPoint	0040CC80	0044FBC8	WC1-fuzzy-low		100.00	exact
src/brains.c	IncludeNavMapWorldPoint	IncludeNavMapWorldPoint	0040CCF0	0044FC37	WC1-fuzzy-followup		100.00	exact
src/nav.c	NavMapLabelFits	NavMapLabelFits	0040D0E0	004501B2	WC1-fuzzy-medium		100.00	exact
src/nav.c	TryPlaceNavMapLabel	TryPlaceNavMapLabel	0040D250	004503BB	WC1-fuzzy-followup		100.00	exact
src/nav.c	DrawNavRectangleMarker	DrawNavRectangleMarker	0040D5A0	00450900	WC1-fuzzy-low		100.00	exact
src/nav.c	DrawNavSquareMarker	DrawNavSquareMarker	0040D680	00450A12	WC1-fuzzy-medium		100.00	exact
src/nav.c	DrawNavTriangleMarker	DrawNavTriangleMarker	0040D7D0	00450BBA	WC1-fuzzy-low		100.00	exact
src/nav.c	DrawNavCrossMarker	DrawNavCrossMarker	0040D830	00450C2A	WC1-fuzzy-low		100.00	exact
src/nav.c	SetScreenClipRect	DoUiFnD8C0	0040D8C0	00450DF6	WC1-fuzzy-low		100.00	exact
src/nav.c	DrawNavHazardMarker	DrawNavHazardMarker	0040D8F0	00450E1E	WC1-fuzzy-low		100.00	exact
src/music.c	StopMusicUnlessSuppressed	SoundG0046a9f8FnE8B0	0042E8B0	00452D32	WC1-fuzzy-low		100.00	exact
src/winmain.c	GetApplicationInstance	ReadDAT005a8a40	00402B80	00455427	WC1-order-exact		100.00	exact
src/winmain.c	GetMainWindowHandle	GetMainWindowHandle	00402B90	0045543C	WC1-order-exact		100.00	exact
src/winmain.c	GetMainWindowDeviceContext	GetMainWindowDeviceContext	00402BA0	00455451	WC1-order-exact		100.00	exact
src/sysinput.c	PollKeyboardState	PollKeyboardState	00402EA0	00455AC8	WC1-fuzzy-very-low		100.00	exact
src/sysinput.c	GetShiftKeyState	GetShiftKeyState	00403060	00455E8F	WC1-fuzzy-medium		100.00	exact
src/sysinput.c	GetKeyboardModifiers	ReadDAT005a8964	00403080	00455EAA	WC1-callgraph-propagated		100.00	exact
src/sysinput.c	GetControlKeyState	GetControlKeyState	00403070	00455EBF	WC1-fuzzy-medium		100.00	exact
src/sysinput.c	GetGameClockTicks	GetGameClockTicks	00403090	00455EF5	WC1-callgraph-propagated		100.00	exact
src/cdrom.c	SetCurrentDirOnDrive	SetCurrentDirOnDrive	004033E0	004563A3	WC1-fuzzy-medium		100.00	exact
src/screen.c	IsSoundHardwarePresent	DoLocalFnF940	0042F940	00458E20	WC1-callgraph-single-low		100.00	exact
src/screen.c	ShutdownVideoHook	ShutdownVideoHook	004318F0	00458E39	WC1-callgraph-propagated		100.00	exact
src/screen.c	GetFixedOneMillionThunkAlt	ReturnConst3E8000v1	0042FB30	00459149	WC1-callgraph-propagated		100.00	exact
src/geom.c	ReleaseModalTextPanel	ReleaseModalTextPanel	0041AD10	0045979B	WC1-fuzzy-followup		100.00	exact
src/cdrom.c	OpenDataFileOrDie	OpenDataFileOrDie	004034D0	0045A010	WC1-auto-vt		100.00	exact
src/mono.c	CloseDataFile	DoUiFn3500	00403500	0045A04A	WC1-auto-vt		100.00	exact
src/mono.c	CreateDataFile	CreateDataFile	004035C0	0045A12D	WC1-auto-vt		100.00	exact
src/mono.c	SeekDataFile	SeekDataFile	004036B0	0045A259	WC1-fuzzy-medium		100.00	exact
src/debug.cpp	DebugOverlayConsole::SetTransparentBackground	DebugOverlayConsole::SetTransparentBackground	0041D040	0045B722	WC1-callgraph-propagated		100.00	exact
src/music.c	LogDisplayMode	LogDisplayMode	0042E020	0045CA50	WC1-auto-vt		100.00	exact
src/dib.c	GetDIBPixelBuffer	HelperOf4326E0A	00432DE0	0045E276	WC1-callgraph-propagated		100.00	exact
src/mathfp.c	RandomBelow	DoLocalFn4CD0	00434CD0	004618E0	WC1-fuzzy-medium		100.00	exact
src/mathfp.c	SetWholePaletteFromTriplets	CallThrough433060	00434FD0	00461D90	WC1-callgraph-single		100.00	exact
src/mathfp.c	ReadWord	DoLocalFn4FE0	00434FE0	00461DA7	WC1-callgraph-propagated		100.00	exact
src/mathfp.c	GetFontCharWidth	UiRoutine09	00434FF0	00461DBD	WC1-callgraph-propagated		100.00	exact
src/mathfp.c	IsPointInRect	DoLocalFn5090	00435090	00461E97	WC1-order-exact		100.00	exact
src/strdos.c	DosNearPtrToFar	DoLocalFn5420	00435420	00462452	WC1-callgraph-propagated		100.00	exact
