source_file	source_name	mapping_name	wc1_address	wc2_address	evidence	review_flags	binary_similarity	similarity_band
src/music.c	new_space_music_changes	GetTbl0059d650FnE9E0	0042E9E0	00452E46	WC1-fuzzy-low		81.32	50to90
src/smart.c	goto_location	goto_location	004342C0	0041EFFE	WC1-fuzzy-low		81.33	50to90
src/hudmsg.c	ShowOnScreenMessage	ShowOnScreenMessage	00428FA0	00437DFA	WC1-callgraph-transfer		81.52	50to90
src/sound.c	PlaySnowStaticSound	PlaySnowStaticSound	0042B680	004245F8	WC1-fuzzy-high		81.58	50to90
src/cockpt.c	update_lights	update_lights	004145B0	00438F62	WC1-fuzzy-low		81.82	50to90
src/screen.c	CanOpenCommMenu	CanOpenCommMenu	00430E50	004475D3	WC1-callgraph-single		81.82	50to90
src/hudmsg.c	ShowModalMessage	ShowModalMessage	00428F20	00437C2E	WC1-callgraph-transfer		82.05	50to90
src/nav.c	ReleaseNearHeapBlock	ReleaseNearHeapBlock	0040E900	00420874	WC1-callgraph-propagated		82.22	50to90
src/brains.c	check_destroy_target	check_destroy_target	00409B10	00442D58	WC1-fuzzy-followup		82.30	50to90
src/gr.c	GetViewportPixel	GetViewportPixel	00441B60	004271D2	WC1-auto-vt		82.35	50to90
src/screen.c	OpenCommRecipientMenu	OpenCommRecipientMenu	00430DC0	00447526	WC1-fuzzy-very-low		82.35	50to90
src/screen.c	InitFullScreenViewport	DoUiFnF7E0	0042F7E0	0040FC7E	WC1-callgraph-single		82.76	50to90
src/dib.c	DIBinstall	DIBinstall	00432310	0045D23B	WC1-fuzzy-followup		83.00	50to90
src/auto.c	auto_position	auto_position	00403F40	004229B9	WC1-callgraph-propagated		83.02	50to90
src/gr.c	SignalAudioMixerWakeEvent	SignalAudioMixerWakeEvent	00442350	0042894B	WC1-fuzzy-very-low		83.33	50to90
src/cockpt.c	vdu_pop_all	vdu_pop_all	00417F10	0043F862	WC1-fuzzy-followup		83.33	50to90
src/brains.c	DrawNavTextLine	DrawNavTextLine	0040CB60	0044FA70	WC1-fuzzy-followup		83.33	50to90
src/nav.c	FormatNavCoordinates	DoLocalFnDE70	0040DE70	00451637	WC1-callgraph-single-low		83.33	50to90
src/nav.c	ShowConfedNavScan	ShowConfedNavScan	0040E430	00451E57	WC1-fuzzy-very-low		83.33	50to90
src/music.c	SceneLeaveHook	GameNoBodyStubv9	0042E3E0	00452AF0	WC1-callgraph-single-low		83.33	50to90
src/cdrom.c	PromptInsertCorrectCd	PromptInsertCorrectCd	00403450	00456443	WC1-auto-vt		83.33	50to90
src/eventmgr.c	LeaveAllocationScope	GetUiFn60E0	004360E0	00463E19	WC1-callgraph-propagated		83.33	50to90
src/nav.c	InitializeNearHeap	InitializeNearHeap	0040E9E0	004209C2	WC1-fuzzy-low		83.53	50to90
src/cockpt.c	set_new_vdu	set_new_vdu	00414910	004393E1	WC1-fuzzy-followup		83.64	50to90
src/mathfp.c	Vector_magnitude	Vector_magnitude	00434F20	00461C71	WC1-callgraph-propagated		83.67	50to90
src/screen.c	PollJoystickButtonEvents	PollJoystickButtonEvents	00430840	00421409	WC1-fuzzy-very-low		83.78	50to90
src/cockpt.c	LocateMobileObjective	LocateMobileObjective	00415470	0043A9D7	WC1-callgraph-propagated		83.78	50to90
src/logic.c	get_first_follow_point	get_first_follow_point	00423930	0042B524	WC1-fuzzy-very-low		84.00	50to90
src/gr.c	DrawViewportEllipse	DrawViewportEllipse	00441DD0	00428023	WC1-fuzzy-followup		84.21	50to90
src/gr.c	FillViewportEllipse	FillViewportEllipse	00441E20	0042808F	WC1-fuzzy-followup		84.21	50to90
src/gr.c	DrawViewportEllipseShadow	DrawViewportEllipseShadow	00441E70	004280FB	WC1-callgraph-propagated		84.21	50to90
src/sysinput.c	InitGameClockEpoch	InitGameClockRandomEpoch	004030B0	00455F23	WC1-auto-vt		84.21	50to90
src/spc.c	SetFleetOverviewView	LoopUiFn0740	00410740	0044ADE0	WC1-fuzzy-very-low		84.25	50to90
src/music.c	changetrack	changetrack	0042EAD0	00452F90	WC1-fuzzy-very-low		84.31	50to90
src/screen.c	LoadJoystickCalibrationFile	LoadJoystickCalibrationFile	00431A10	00423480	WC1-fuzzy-high		84.40	50to90
src/pilot.cpp	SetConsoleBackgroundColourHook	SetConsoleBackgroundColourHook	00425C00	0040FEA3	WC1-order-exact		84.62	50to90
src/pilot.cpp	DiskPromptDrawHook	HelperOf41D760B	00425C10	0040FEBE	WC1-order-exact		84.62	50to90
src/pilot.cpp	SceneEnterHook	GameNoBodyStubv3	00425AF0	004333F8	WC1-callgraph-single-low		84.62	50to90
src/logic.c	PreloadMusicTrackHook	PreloadMusicTrackHook	00424CE0	00469AD0	WC1-callgraph-propagated		84.62	50to90
src/winmain.c	try_far_spot	try_far_spot	004016C0	00417EFF	WC1-fuzzy-followup		84.70	50to90
src/eventmgr.c	RestoreMouseCursorBackground	GetUiFn5FA0	00435FA0	004637F4	WC1-fuzzy-low		84.85	50to90
src/sound.c	show_damage_disp	show_damage_disp	0042C800	00401120	WC1-fuzzy-followup		84.96	50to90
src/geom.c	remove_object	remove_object	00419BD0	0040C2C9	WC1-fuzzy-followup		85.06	50to90
src/mathfp.c	MultiplyFixed	MultiplyFixed	00434D80	004619E2	WC1-callgraph-propagated		85.19	50to90
src/winmain.c	WinMain	WinMain	00401E30	00453E60	WC1-callgraph-transfer		85.21	50to90
src/spc.c	update_star_field	update_star_field	00412100	0041B8D6	WC1-fuzzy-followup		85.27	50to90
src/gr.c	DrawViewportPixel	DrawViewportPixel	00441B20	00427179	WC1-auto-vt		85.29	50to90
src/mathfp.c	DrawTextCharacter	DrawTextCharacter	00435290	004621D5	WC1-fuzzy-followup		85.29	50to90
src/brains.c	approach_and_engage	approach_and_engage	0040A9B0	00444291	WC1-fuzzy-followup		85.34	50to90
src/gr.c	DrawSolidColourSpriteScaled	DoLocalFn2000	00442000	00428344	WC1-callgraph-propagated		85.37	50to90
src/eventmgr.c	CaptureMouseCursorBackground	WcOrphanRoutine435E20	00435E20	004635E3	WC1-fuzzy-low		85.51	50to90
src/pload.c	ServiceAudioStream	GetAudioStreamFnB1B0	0042B1B0	00423D02	WC1-auto-vt		85.71	50to90
src/logic.c	reset_mission_type	reset_mission_type	00422BE0	0042A490	WC1-fuzzy-low		85.71	50to90
src/brains.c	defend_mission	defend_mission	0040AC00	0044472C	WC1-fuzzy-followup		85.71	50to90
src/music.c	FlushSoundEffect	DoLocalFnE3A0	0042E3A0	00452AAB	WC1-fuzzy-very-low		85.71	50to90
src/spc.c	accelerate_and_move_object	GetTbl0059c3c0Fn29A0	004129A0	0041CC0A	WC1-fuzzy-followup		85.91	50to90
src/barracks.c	StepPaletteTransition	StepPaletteTransition	0041C510	004225A0	WC1-fuzzy-very-low		86.24	50to90
src/geom.c	rotate_about_j	DoLocalFn8D00	00418D00	0040B02F	WC1-fuzzy-low		86.36	50to90
src/geom.c	rotate_about_i	DoLocalFn8BE0	00418BE0	0040B17F	WC1-callgraph-propagated		86.36	50to90
src/nav.c	NavMapLabelPositionAvailable	NavMapLabelPositionAvailable	0040D120	00450210	WC1-fuzzy-followup		86.42	50to90
src/cockpt.c	CheckTargetLockMalfunction	CheckTargetLockMalfunction	00416040	0043BEFF	WC1-fuzzy-very-low		86.49	50to90
src/dib.c	DIBramPalette	DIBramPalette	00432EA0	0045E37C	WC1-fuzzy-followup		86.54	50to90
src/smart.c	control_speed	control_speed	00434040	0041ECEF	WC1-fuzzy-followup		86.67	50to90
src/logic.c	set_alert	set_alert	00422140	004295D9	WC1-callgraph-propagated		86.67	50to90
src/cockpt.c	decrement_lock_time	decrement_lock_time	00416090	0043BF67	WC1-fuzzy-very-low		86.67	50to90
src/brains.c	set_formation_position	ScanTbl0046c97bFnC4E0	0040C4E0	0044DA2F	WC1-fuzzy-followup		86.67	50to90
src/winmain.c	RestoreGamePalette	PaletteVideoFn1020	00401020	00464021	WC1-fuzzy-followup		86.67	50to90
src/main.c	TriggerPlayerHitPaletteFlash	TriggerPlayerHitPaletteFlash	00427C80	00465F3A	WC1-fuzzy-medium		86.67	50to90
src/spc.c	hit_asteroid	ScanTbl0059c010Fn3030	00413030	0041D4C7	WC1-fuzzy-low		86.76	50to90
src/disk.c	match_rotation_goal	DoLocalFnE400	0041E400	00411172	WC1-fuzzy-very-low		86.79	50to90
src/smart.c	handle_stress	handle_stress	00434980	0041FD2B	WC1-fuzzy-very-low		86.84	50to90
src/nav.c	free_viewport	free_viewport	0040F940	004471B0	WC1-fuzzy-medium		86.84	50to90
src/logic.c	real_crash_time	real_crash_time	00422260	00429736	WC1-fuzzy-followup		86.86	50to90
src/mathutil.c	FreePacketAndClear	FreePacketAndClear	0041D100	0040F0A4	WC1-callgraph-propagated		86.96	50to90
src/logic.c	approach_cruise_speed	approach_cruise_speed	00422E50	0042A754	WC1-callgraph-propagated		86.96	50to90
src/disk.c	approach_speed	approach_speed	0041E750	0041181D	WC1-fuzzy-low		87.04	50to90
src/brains.c	kilrathi_wingman	kilrathi_wingman	0040A030	00443499	WC1-fuzzy-very-low		87.13	50to90
src/dib.c	DIBreInstall	DIBreInstall	004322B0	0045D1BB	WC1-fuzzy-followup		87.18	50to90
src/winmain.c	approach	approach	00401950	004182B6	WC1-callgraph-propagated		87.30	50to90
src/logic.c	EMShutDown	EMShutDown	00421A40	0045B905	WC1-fuzzy-low		87.50	50to90
src/mathfp.c	DivideFixed	DivideFixed	00434DB0	00461A2D	WC1-fuzzy-medium		87.50	50to90
src/sound.c	UpdateDamageDisplay	DrawTbl0059bff0FnC970	0042C970	004012E1	WC1-fuzzy-very-low		87.66	50to90
src/smart.c	steer_away_from_object	steer_away_from_object	00433AC0	0041E4E0	WC1-fuzzy-very-low		87.67	50to90
src/logic.c	find_ships_sphere	find_ships_sphere	004236F0	0042B1AE	WC1-fuzzy-medium		87.69	50to90
src/killbrd.c	GetShapeFrameExtents	GetShapeFrameExtents	004408F0	0042557C	WC1-order-exact		87.72	50to90
src/cockpt.c	cycle_onscreen_targets	cycle_onscreen_targets	00416F30	0043DD1B	WC1-fuzzy-very-low		87.72	50to90
src/brains.c	Mburnout	ShipAiState12	00406860	00440E46	WC1-callgraph-propagated		87.72	50to90
src/brains.c	Msit_n_spin	Msit_n_spin	004065A0	00440A93	WC1-fuzzy-followup		87.93	50to90
src/spc.c	generate_stars	generate_stars	00411FE0	0041B762	WC1-fuzzy-followup		87.96	50to90
src/logic.c	change_mission_type	change_mission_type	00422C30	0042A4E5	WC1-fuzzy-followup		88.00	50to90
src/pilot.cpp	ClearTextInputCharacter	ClearTextInputCharacter	00426140	00459348	WC1-fuzzy-very-low		88.00	50to90
src/cockpt.c	cockpit_explosion	cockpit_explosion	004177B0	0043EB46	WC1-fuzzy-low		88.16	50to90
src/geom.c	MinInt	DoLocalFn84E0	004184E0	0040A867	WC1-order-exact		88.24	50to90
src/geom.c	MaxInt	DoLocalFn84F0	004184F0	0040A893	WC1-order-exact		88.24	50to90
src/ship.c	check_computer_damage	check_computer_damage	0041F5D0	00412F90	WC1-fuzzy-low		88.24	50to90
src/ship.c	Create_ship_hit_debris	Create_ship_hit_debris	0041F700	004136E2	WC1-fuzzy-very-low		88.24	50to90
src/logic.c	report_kilrathi_rout	report_kilrathi_rout	00422640	00429CAD	WC1-fuzzy-low		88.24	50to90
src/logic.c	approach_zero_speed	approach_zero_speed	00422DD0	0042A6E8	WC1-fuzzy-followup		88.24	50to90
src/logic.c	approach_min_speed	approach_min_speed	00422DF0	0042A701	WC1-fuzzy-low		88.24	50to90
src/main.c	clear_view_buffer	clear_view_buffer	00427B00	00465E88	WC1-fuzzy-followup		88.24	50to90
src/cockpt.c	fire_computer_graphic_missile	fire_computer_graphic_missile	00414D50	00439A5A	WC1-fuzzy-low		88.30	50to90
src/geom.c	apply_force_to_object	apply_force_to_object	00419D10	0040C4D1	WC1-fuzzy-low		88.31	50to90
src/ship.c	revise_shields	revise_shields	0041F1A0	00412F03	WC1-fuzzy-low		88.37	50to90
src/logic.c	inherit_leader_mission	inherit_leader_mission	00423530	0042AF60	WC1-fuzzy-medium		88.37	50to90
src/debug.cpp	DebugOverlayWorkerProc	DebugOverlayWorkerProc	0041C960	0045AEE4	WC1-callgraph-propagated		88.42	50to90
src/dib.c	DIBwholePaletteFromTriplets	DIBwholePaletteFromTriplets	00433060	0045E667	WC1-fuzzy-followup		88.42	50to90
src/dib.c	DIBwholePaletteFromWords	DIBwholePaletteFromWords	00433120	0045E816	WC1-callgraph-single		88.42	50to90
src/cockpt.c	FatalErrorAndExit	HelperOf428F80A	00413CE0	004380B0	WC1-auto-vt		88.46	50to90
src/geom.c	rotational_acceleration	rotational_acceleration	00419F70	0040C796	WC1-fuzzy-low		88.59	50to90
src/winmain.c	init_hazard	init_hazard	004013B0	00417AF9	WC1-fuzzy-followup		88.64	50to90
src/smart.c	veer_random	veer_random	00433EC0	0041EB1D	WC1-fuzzy-low		88.64	50to90
src/smart.c	pick_from_list	pick_from_list	00434800	0041F714	WC1-fuzzy-followup		88.75	50to90
src/geom.c	point_ship	point_ship	00419620	0040BC6B	WC1-callgraph-propagated		88.89	50to90
src/geom.c	apply_force_to_objects_center	apply_force_to_objects_center	00419CC0	0040C46C	WC1-callgraph-propagated		88.89	50to90
src/gr.c	InitializeAudioStreamer	InitializeAudioStreamer	00442370	00428900	WC1-auto-vt		88.89	50to90
src/brains.c	Mturn_n_spin	Mturn_n_spin	004067A0	00440D0B	WC1-fuzzy-followup		88.89	50to90
src/dib.c	SetSpaceFlightFrameTiming	SetSpaceFlightFrameTiming	004320E0	0045CF3B	WC1-fuzzy-medium		88.89	50to90
src/dib.c	SetCinematicFrameTiming	SetCinematicFrameTiming	00432110	0045CF7F	WC1-callgraph-propagated		88.89	50to90
src/smart.c	select_target	select_target	00433E50	0041EA86	WC1-fuzzy-very-low		89.13	50to90
src/smart.c	prevent_collision	prevent_collision	00433C80	0041E6C8	WC1-fuzzy-followup		89.31	50to90
src/nav.c	BriefingMap_LoadShapes	BriefingMap_LoadShapes	0040E190	00451AD3	WC1-fuzzy-followup		89.36	50to90
src/geom.c	dot_product	dot_product	004189E0	0040AB24	WC1-fuzzy-low		89.47	50to90
src/logic.c	fire_super_brake	fire_super_brake	004213B0	004169CC	WC1-fuzzy-low		89.47	50to90
src/logic.c	approach_ship_speed	approach_ship_speed	00422EA0	0042A7AF	WC1-callgraph-propagated		89.47	50to90
src/nav.c	DrawNavMapLabels	DrawNavMapLabels	0040D540	0045087F	WC1-fuzzy-very-low		89.47	50to90
src/mathfp.c	SplitPackedPoint	DoLocalFn50D0	004350D0	00461EFE	WC1-order-exact		89.47	50to90
src/geom.c	ShowModalTextPanel	ShowModalTextPanel	0041AB90	004595EF	WC1-fuzzy-medium		89.52	50to90
src/screen.c	RefreshCommunicationMenu	RefreshCommunicationMenu	00431200	00447D85	WC1-fuzzy-low		89.66	50to90
src/ship.c	pilot_hit	pilot_hit	0041EC60	0041262D	WC1-fuzzy-low		89.83	50to90
src/geom.c	point_capital_ship_at_object	point_capital_ship_at_object	004196C0	0040BCA9	WC1-fuzzy-low		90.00	ge90
src/logic.c	housekeep_power_plant_and_fuel	housekeep_power_plant_and_fuel	00421760	004170F9	WC1-fuzzy-low		90.00	ge90
src/pload.c	InitializeAudioSystem	InitializeAudioSystem	0042B160	00423CA0	WC1-fuzzy-followup		90.00	ge90
src/logic.c	detect_enemy_tail	detect_enemy_tail	00422930	0042A108	WC1-fuzzy-very-low		90.00	ge90
src/logic.c	approach_full_speed	approach_full_speed	00422E80	0042A788	WC1-callgraph-propagated		90.00	ge90
src/cockpt.c	set_new_objective	set_new_objective	004152C0	0043A75E	WC1-callgraph-propagated		90.00	ge90
src/spc.c	CalibrateJoystickInteractive	CalibrateJoystickInteractive	004102B0	00418770	WC1-fuzzy-high		90.20	ge90
src/ship.c	call_enemy	call_enemy	0041EDB0	0041280B	WC1-fuzzy-followup		90.24	ge90
src/brains.c	nav_getxy	nav_getxy	0040CC30	0044FB68	WC1-fuzzy-low		90.24	ge90
src/hudmsg.c	select_new_gun	select_new_gun	0042AE10	0046166D	WC1-fuzzy-low		90.32	ge90
src/cdrom.c	LocateStreamsDirOnDisc	LocateStreamsDirOnDisc	004031C0	00456123	WC1-callgraph-transfer		90.41	ge90
src/logic.c	InitializeGameTextContexts	InitializeGameTextContexts	00421D80	0045C088	WC1-fuzzy-low		90.48	ge90
src/cockpt.c	draw_target_box	draw_target_box	004164B0	0043C6D8	WC1-fuzzy-very-low		90.49	ge90
src/screen.c	HandleCommunicationMenuRequest	HandleCommunicationMenuRequest	00431240	00447DE3	WC1-fuzzy-low		90.62	ge90
src/geom.c	rectangular_to_spherical	DoLocalFn8890	00418890	0040ACE0	WC1-fuzzy-low		90.77	ge90
src/brains.c	tanker_intelligence	tanker_intelligence	0040B010	00444D5C	WC1-fuzzy-very-low		90.79	ge90
src/spc.c	start_dust	GetTbl0059cd90Fn1EC0	00411EC0	0041B62E	WC1-fuzzy-followup		90.83	ge90
src/gr.c	RasterLineHook	DoLocalFn1140	00441140	004261D5	WC1-callgraph-single		90.91	ge90
src/logic.c	reset_tactic	reset_tactic	00422CD0	0042A594	WC1-fuzzy-followup		90.91	ge90
src/mathfp.c	ReleaseVideoResourcesHook	GameNoBodyStubv12	00435010	004641A0	WC1-callgraph-single		90.91	ge90
src/ix/thread.cpp	ix_thread_service_streams	ix_thread_service_streams	004441C6	0046D7C6	WC1-auto-vt		90.91	ge90
src/logic.c	flip_angle	flip_angle	004213D0	004169F3	WC1-fuzzy-medium		91.11	ge90
src/brains.c	check_engage_target	check_engage_target	00409AC0	00442CC3	WC1-callgraph-propagated		91.11	ge90
src/winmain.c	make_shard	make_shard	004010C0	004176D2	WC1-fuzzy-followup		91.23	ge90
src/gr.c	ValidateViewportBounds	ValidateViewportBounds	00440C00	00425A16	WC1-fuzzy-followup		91.23	ge90
src/geom.c	set_background_objects_rotation	SetTbl0059cd90FnA530	0041A530	0040CEF6	WC1-fuzzy-very-low		91.25	ge90
src/smart.c	steer_away_from_predicted_object	steer_away_from_predicted_object	00433B90	0041E5C8	WC1-fuzzy-very-low		91.25	ge90
src/pload.c	FreeWaveTable	LoopAudioStreamFnB300	0042B300	00423ED1	WC1-callgraph-transfer		91.43	ge90
src/logic.c	get_rear_spot	get_rear_spot	00422F10	0042A7D2	WC1-fuzzy-low		91.43	ge90
src/nav.c	UpdateInflightNavText	DrawStandardTimeReadout	0040DDA0	0045153A	WC1-fuzzy-medium		91.43	ge90
src/nav.c	IsPointInNavMapLabel	IsPointInNavMapLabel	0040D490	004507DA	WC1-callgraph-single-low		91.49	ge90
src/geom.c	InitializeModalTextPanel	InitializeModalTextPanel	0041A9D0	004593D6	WC1-fuzzy-very-low		91.53	ge90
src/dib.c	DIBerror	DIBerror	00432140	0045D004	WC1-fuzzy-high		91.57	ge90
src/logic.c	reset_objective	reset_objective	00422C70	0042A52A	WC1-fuzzy-low		91.67	ge90
src/logic.c	alter_objective	alter_objective	00422CA0	0042A55F	WC1-order-exact		91.67	ge90
src/brains.c	run_away	run_away	004099C0	00442B78	WC1-fuzzy-low		91.92	ge90
src/geom.c	set_ship_rotation_goals	set_ship_rotation_goals	004194D0	0040BADB	WC1-fuzzy-followup		91.94	ge90
src/disk.c	fix_velocity	fix_velocity	0041E820	00411922	WC1-callgraph-propagated		92.00	ge90
src/winmain.c	WarpMouseTo	SetInputFn1CE0	00401CE0	004199F0	WC1-callgraph-propagated		92.00	ge90
src/logic.c	any_enemy	any_enemy	00423070	0042AA0D	WC1-fuzzy-followup		92.00	ge90
src/barracks.c	DosStrcat	DosStrcat	0041C740	00446910	WC1-callgraph-propagated		92.00	ge90
src/hudmsg.c	ReleaseStaleNavTarget	ReleaseStaleNavTarget	0042A170	00469223	WC1-callgraph-propagated		92.00	ge90
src/logic.c	abandoned	abandoned	004239D0	0042B5F7	WC1-fuzzy-low		92.06	ge90
src/pilot.cpp	ClearDebugPauseFlags	SetDebugFn5C20	00425C20	0040FED9	WC1-callgraph-transfer		92.31	ge90
src/brains.c	set_sphere_point	set_sphere_point	0040B670	0044B200	WC1-callgraph-propagated		92.31	ge90
src/music.c	spacetrack	spacetrack	0042E880	00452CF4	WC1-fuzzy-very-low		92.31	ge90
src/logic.c	init_vdus	init_vdus	004244E0	00457720	WC1-fuzzy-low		92.31	ge90
src/winmain.c	manage_hazard	manage_hazard	004019E0	0041836E	WC1-fuzzy-very-low		92.45	ge90
src/cockpt.c	ShowComponentHitHudMessage	ShowComponentHitHudMessage	00414B70	0043984F	WC1-fuzzy-medium		92.68	ge90
src/smart.c	offset_location	offset_location	00433F50	0040A774	WC1-fuzzy-low		92.86	ge90
src/cockpt.c	SetHudMessageText	SetHudMessageText	00416DE0	0043D956	WC1-fuzzy-low		92.86	ge90
src/winmain.c	CreateMainWindow	CreateMainWindow	00402180	004542B7	WC1-fuzzy-very-low		92.86	ge90
src/winmain.c	ReportHeapGuardCorruption	ReportHeapGuardCorruption	00402CA0	00455565	WC1-auto-vt		92.86	ge90
src/auto.c	visit_the_cinema	visit_the_cinema	00403E50	004228B0	WC1-fuzzy-very-low		93.02	ge90
src/cockpt.c	InitializeCockpitReadout	InitializeCockpitReadout	00413F70	00438454	WC1-callgraph-propagated		93.10	ge90
src/brains.c	ScaleNavMapCoordinates	ScaleNavMapCoordinates	0040CBE0	0044FB19	WC1-fuzzy-medium		93.10	ge90
src/ix/dsps.cpp	ix_dsps_get_buffer_free	ix_dsps_get_buffer_free	00445A6F	0048B2CF	WC1-auto-vt		93.14	ge90
src/logic.c	inherit_leader	inherit_leader	004235B0	0042B00A	WC1-fuzzy-followup		93.18	ge90
src/brains.c	streak_toward	streak_toward	0040A940	004441E5	WC1-fuzzy-low		93.22	ge90
src/disk.c	initialize_ship	initialize_ship	0041DFA0	0041062D	WC1-callgraph-propagated		93.33	ge90
src/logic.c	find_ship_index	find_ship_index	00422710	00429E24	WC1-fuzzy-medium		93.33	ge90
src/logic.c	locate_ship	locate_ship	00423780	0042B2A7	WC1-fuzzy-followup		93.33	ge90
src/main.c	InitializeConversationText	InitializeConversationText	00427BC0	00437D92	WC1-fuzzy-low		93.33	ge90
src/cockpt.c	DrawPilotHandFrame	DrawPilotHandFrame	00417260	0043E371	WC1-fuzzy-low		93.33	ge90
src/screen.c	EndCommSessionWithWingman	EndCommSessionWithWingman	00431470	00448070	WC1-fuzzy-low		93.33	ge90
src/music.c	CloseDataFileByHandle	CloseDataFileByHandle	0042D870	0044F1C7	WC1-fuzzy-followup		93.33	ge90
src/brains.c	mine_intelligence	mine_intelligence	0040B3A0	00446474	WC1-fuzzy-low		93.55	ge90
src/brains.c	Mfish_hook	Mfish_hook	00406A50	004411E1	WC1-fuzzy-followup		93.64	ge90
src/cockpt.c	get_mode	get_mode	004147E0	00439264	WC1-callgraph-propagated		93.75	ge90
src/cockpt.c	vid_equiv	GetG00469e2cFn7AC0	00417AC0	0043F042	WC1-fuzzy-low		93.75	ge90
src/nav.c	DrawNavMapLegend	DrawNavMapLegend	0040DEE0	004516C0	WC1-fuzzy-low		93.75	ge90
src/smart.c	chase_location	chase_location	004340F0	0041EDCC	WC1-fuzzy-low		93.94	ge90
src/logic.c	is_ship_tailing_player_target	is_ship_tailing_player_target	004229B0	0042A1C5	WC1-callgraph-propagated		93.94	ge90
src/ix/streamer.cpp	ix_streamer_service_audio	ix_streamer_service_audio	00443CC0	0046D2C0	WC1-auto-vt		93.94	ge90
src/brains.c	Mveer_away	Mveer_away	00407450	00442252	WC1-fuzzy-followup		94.02	ge90
src/geom.c	AbsInt	DoLocalFn8500	00418500	0040A8BF	WC1-callgraph-single		94.12	ge90
src/logic.c	reset_maneuver	reset_maneuver	00422D30	0042A5F1	WC1-callgraph-propagated		94.12	ge90
src/hudmsg.c	ShowVersionBanner	ShowVersionBanner	004290D0	00437F77	WC1-auto-vt		94.12	ge90
src/cockpt.c	message_showing	GetCombatFn49F0	004149F0	0043952E	WC1-callgraph-propagated		94.12	ge90
src/mathfp.c	SeedRandomFromClock	DoLocalFn4CF0	00434CF0	004618FF	WC1-auto-vt		94.12	ge90
src/eventmgr.c	FreeIfNotNull	DoLocalFn6950	00436950	00464B3A	WC1-callgraph-propagated		94.12	ge90
src/main.c	fire_players_lasers	fire_players_lasers	00428480	00466908	WC1-fuzzy-very-low		94.12	ge90
src/eventmgr.c	FillGraphicSuffix	FillGraphicSuffix	00436C70	0042BAC0	WC1-fuzzy-followup		94.29	ge90
src/logic.c	initialize_direction_view_frame	SetUiFn1E20	00421E20	0045C1A1	WC1-fuzzy-low		94.29	ge90
src/cockpt.c	start_lock	start_lock	00415FC0	0043BE1B	WC1-fuzzy-followup		94.44	ge90
src/brains.c	orbit_sphere	orbit_sphere	0040AF70	00444C80	WC1-fuzzy-followup		94.52	ge90
src/screen.c	GetPacketSize	GetPacketSize	0042F810	00453A70	WC1-callgraph-propagated		94.55	ge90
src/disk.c	initialize_object	initialize_object	0041DEE0	004103A6	WC1-callgraph-propagated		94.59	ge90
src/gr.c	snow_viewport	snow_viewport	00442300	00427DE8	WC1-fuzzy-very-low		94.74	ge90
src/cockpt.c	show_navigation_disp	show_navigation_disp	00415180	0043A3F8	WC1-fuzzy-very-low		94.74	ge90
src/debug.cpp	DebugOverlayConsole::SetOverlayBackgroundColor	DebugOverlayConsole::SetOverlayBackgroundColor	0041CFF0	0045B6BB	WC1-callgraph-propagated		94.74	ge90
src/brains.c	SampleBothJoysticks	HelperOf431A10A	0040CAA0	0044F1F0	WC1-callgraph-single		94.87	ge90
src/screen.c	EndCommMenu	EndCommMenu	004314C0	004480C6	WC1-fuzzy-low		95.00	ge90
src/brains.c	Mget_distance	Mget_distance	004071E0	00441EC8	WC1-fuzzy-low		95.24	ge90
src/brains.c	maneuvering	maneuvering	00409C20	00442EFC	WC1-callgraph-propagated		95.24	ge90
src/brains.c	imperial_wingman	imperial_wingman	00409F80	004433B1	WC1-fuzzy-followup		95.24	ge90
src/winmain.c	ShowNoticeMessageBox	ShowNoticeMessageBox	004020E0	0045418B	WC1-fuzzy-medium		95.24	ge90
src/eventmgr.c	SetMouseHomePosition	SetInputFn6160	00436160	00463F74	WC1-callgraph-single		95.24	ge90
src/geom.c	rotate_about_k	DoLocalFn8E40	00418E40	0040B2CF	WC1-callgraph-propagated		95.45	ge90
src/screen.c	ShowCentredPrompt	ShowCentredPrompt	004314F0	00448100	WC1-fuzzy-followup		95.45	ge90
src/screens.c	BlitRawFrame	BlitRawFrame	0043E4AB	00406CA7	WC1-auto-vt		95.53	ge90
src/brains.c	imperial_formation	imperial_formation	00409D60	00443095	WC1-fuzzy-low		95.54	ge90
src/hudmsg.c	SetMessageDisplaySpeed	SetMessageDisplaySpeed	004290F0	00437F9A	WC1-fuzzy-followup		95.83	ge90
src/brains.c	warp_arrival	warp_arrival	0040A710	00443EE9	WC1-fuzzy-very-low		95.83	ge90
src/ship.c	launch_object	launch_object	00420260	00414D3D	WC1-fuzzy-low		95.92	ge90
src/brains.c	Mhard_turn	Mhard_turn	004069F0	00441146	WC1-callgraph-propagated		95.92	ge90
src/gr.c	DrawViewportBorder	DrawViewportBorder	00441CF0	00427EC8	WC1-fuzzy-followup		95.93	ge90
src/smart.c	compute_formation_destination	compute_formation_destination	00433FF0	0041EC73	WC1-fuzzy-low		96.00	ge90
src/logic.c	try2reset_maneuver	try2reset_maneuver	00422D60	0042A625	WC1-fuzzy-low		96.00	ge90
src/screens.c	CopyRasterDriverName	CopyRasterDriverName	00439C3E	0040243C	WC1-fuzzy-high		96.15	ge90
src/brains.c	GetShapeFrameExtent	GetShapeFrameExtent	00407710	00447170	WC1-fuzzy-followup		96.15	ge90
